"GEOID","NAME","TotalE","TotalM","year"
"51590","Danville city, Virginia",41512,NA,2018
"51630","Fredericksburg city, Virginia",28469,NA,2018
"51009","Amherst County, Virginia",31882,NA,2018
"51017","Bath County, Virginia",4393,NA,2018
"51670","Hopewell city, Virginia",22408,NA,2018
"51700","Newport News city, Virginia",180145,NA,2018
"51069","Frederick County, Virginia",85153,NA,2018
"51680","Lynchburg city, Virginia",80131,NA,2018
"51199","York County, Virginia",67587,NA,2018
"51690","Martinsville city, Virginia",13101,NA,2018
"51125","Nelson County, Virginia",14812,NA,2018
"51143","Pittsylvania County, Virginia",61676,NA,2018
"51530","Buena Vista city, Virginia",6399,NA,2018
"51610","Falls Church city, Virginia",14067,NA,2018
"51730","Petersburg city, Virginia",31827,NA,2018
"51735","Poquoson city, Virginia",12039,NA,2018
"51600","Fairfax city, Virginia",23865,NA,2018
"51820","Waynesboro city, Virginia",21926,NA,2018
"51770","Roanoke city, Virginia",99621,NA,2018
"51800","Suffolk city, Virginia",89160,NA,2018
"51710","Norfolk city, Virginia",245592,NA,2018
"51041","Chesterfield County, Virginia",339447,NA,2018
"51059","Fairfax County, Virginia",1143529,NA,2018
"51093","Isle of Wight County, Virginia",36372,NA,2018
"51620","Franklin city, Virginia",8211,NA,2018
"51678","Lexington city, Virginia",7110,NA,2018
"51089","Henry County, Virginia",51588,NA,2018
"51101","King William County, Virginia",16497,NA,2018
"51109","Louisa County, Virginia",35380,NA,2018
"51147","Prince Edward County, Virginia",22956,NA,2018
"51165","Rockingham County, Virginia",79444,NA,2018
"51181","Surry County, Virginia",6600,NA,2018
"51043","Clarke County, Virginia",14365,NA,2018
"51117","Mecklenburg County, Virginia",30847,NA,2018
"51015","Augusta County, Virginia",74701,NA,2018
"51075","Goochland County, Virginia",22482,NA,2018
"51113","Madison County, Virginia",13139,NA,2018
"51161","Roanoke County, Virginia",93583,NA,2018
"51025","Brunswick County, Virginia",16665,NA,2018
"51131","Northampton County, Virginia",11957,NA,2018
"51163","Rockbridge County, Virginia",22509,NA,2018
"51720","Norton city, Virginia",3990,NA,2018
"51570","Colonial Heights city, Virginia",17593,NA,2018
"51021","Bland County, Virginia",6447,NA,2018
"51023","Botetourt County, Virginia",33222,NA,2018
"51520","Bristol city, Virginia",16843,NA,2018
"51830","Williamsburg city, Virginia",14788,NA,2018
"51035","Carroll County, Virginia",29738,NA,2018
"51191","Washington County, Virginia",54406,NA,2018
"51139","Page County, Virginia",23749,NA,2018
"51510","Alexandria city, Virginia",156505,NA,2018
"51650","Hampton city, Virginia",135583,NA,2018
"51013","Arlington County, Virginia",231803,NA,2018
"51027","Buchanan County, Virginia",22138,NA,2018
"51179","Stafford County, Virginia",144012,NA,2018
"51760","Richmond city, Virginia",223787,NA,2018
"51057","Essex County, Virginia",11036,NA,2018
"51185","Tazewell County, Virginia",42080,NA,2018
"51685","Manassas Park city, Virginia",16423,NA,2018
"51183","Sussex County, Virginia",11486,NA,2018
"51683","Manassas city, Virginia",41457,NA,2018
"51775","Salem city, Virginia",25519,NA,2018
"51037","Charlotte County, Virginia",12095,NA,2018
"51081","Greensville County, Virginia",11659,NA,2018
"51181","Surry County, Virginia",6523,NA,2019
"51043","Clarke County, Virginia",14423,NA,2019
"51117","Mecklenburg County, Virginia",30728,NA,2019
"51015","Augusta County, Virginia",75079,NA,2019
"51075","Goochland County, Virginia",22865,NA,2019
"51113","Madison County, Virginia",13170,NA,2019
"51161","Roanoke County, Virginia",93823,NA,2019
"51025","Brunswick County, Virginia",16520,NA,2019
"51131","Northampton County, Virginia",11885,NA,2019
"51163","Rockbridge County, Virginia",22570,NA,2019
"51720","Norton city, Virginia",3970,NA,2019
"51570","Colonial Heights city, Virginia",17428,NA,2019
"51021","Bland County, Virginia",6388,NA,2019
"51023","Botetourt County, Virginia",33343,NA,2019
"51520","Bristol city, Virginia",16912,NA,2019
"51830","Williamsburg city, Virginia",14927,NA,2019
"51035","Carroll County, Virginia",29801,NA,2019
"51191","Washington County, Virginia",54071,NA,2019
"51139","Page County, Virginia",23788,NA,2019
"51510","Alexandria city, Virginia",157613,NA,2019
"51650","Hampton city, Virginia",135041,NA,2019
"51013","Arlington County, Virginia",233464,NA,2019
"51027","Buchanan County, Virginia",21788,NA,2019
"51179","Stafford County, Virginia",146773,NA,2019
"51760","Richmond city, Virginia",226622,NA,2019
"51057","Essex County, Virginia",10998,NA,2019
"51185","Tazewell County, Virginia",41603,NA,2019
"51685","Manassas Park city, Virginia",16986,NA,2019
"51183","Sussex County, Virginia",11377,NA,2019
"51683","Manassas city, Virginia",41174,NA,2019
"51775","Salem city, Virginia",25317,NA,2019
"51037","Charlotte County, Virginia",12040,NA,2019
"51081","Greensville County, Virginia",11525,NA,2019
"51093","Isle of Wight County, Virginia",36627,NA,2019
"51620","Franklin city, Virginia",8147,NA,2019
"51678","Lexington city, Virginia",7241,NA,2019
"51089","Henry County, Virginia",51308,NA,2019
"51101","King William County, Virginia",16688,NA,2019
"51109","Louisa County, Virginia",36040,NA,2019
"51147","Prince Edward County, Virginia",22905,NA,2019
"51165","Rockingham County, Virginia",80284,NA,2019
"51095","James City County, Virginia",74916,NA,2019
"51167","Russell County, Virginia",27141,NA,2019
"51173","Smyth County, Virginia",30767,NA,2019
"51540","Charlottesville city, Virginia",47096,NA,2019
"51031","Campbell County, Virginia",55225,NA,2019
"51087","Henrico County, Virginia",327535,NA,2019
"51099","King George County, Virginia",26229,NA,2019
"51103","Lancaster County, Virginia",10724,NA,2019
"51105","Lee County, Virginia",23948,NA,2019
"51115","Mathews County, Virginia",8788,NA,2019
"51119","Middlesex County, Virginia",10675,NA,2019
"51149","Prince George County, Virginia",38114,NA,2019
"51159","Richmond County, Virginia",8884,NA,2019
"51169","Scott County, Virginia",21902,NA,2019
"51177","Spotsylvania County, Virginia",132833,NA,2019
"51011","Appomattox County, Virginia",15707,NA,2019
"51067","Franklin County, Virginia",56187,NA,2019
"51097","King and Queen County, Virginia",7042,NA,2019
"51121","Montgomery County, Virginia",98140,NA,2019
"51127","New Kent County, Virginia",21686,NA,2019
"51049","Cumberland County, Virginia",9824,NA,2019
"51051","Dickenson County, Virginia",14756,NA,2019
"51083","Halifax County, Virginia",34552,NA,2019
"51107","Loudoun County, Virginia",395134,NA,2019
"51153","Prince William County, Virginia",461423,NA,2019
"51175","Southampton County, Virginia",17880,NA,2019
"51091","Highland County, Virginia",2204,NA,2019
"51033","Caroline County, Virginia",30381,NA,2019
"51073","Gloucester County, Virginia",37222,NA,2019
"51141","Patrick County, Virginia",17748,NA,2019
"51145","Powhatan County, Virginia",28815,NA,2019
"51171","Shenandoah County, Virginia",43224,NA,2019
"51061","Fauquier County, Virginia",69728,NA,2019
"51790","Staunton city, Virginia",24432,NA,2019
"51065","Fluvanna County, Virginia",26594,NA,2019
"51750","Radford city, Virginia",17691,NA,2019
"51840","Winchester city, Virginia",27897,NA,2019
"51001","Accomack County, Virginia",32673,NA,2019
"51045","Craig County, Virginia",5110,NA,2019
"51063","Floyd County, Virginia",15704,NA,2019
"51071","Giles County, Virginia",16772,NA,2019
"51077","Grayson County, Virginia",15742,NA,2019
"51135","Nottoway County, Virginia",15433,NA,2019
"51157","Rappahannock County, Virginia",7378,NA,2019
"51036","Charles City County, Virginia",7014,NA,2019
"51047","Culpeper County, Virginia",51101,NA,2019
"51053","Dinwiddie County, Virginia",28485,NA,2019
"51079","Greene County, Virginia",19519,NA,2019
"51085","Hanover County, Virginia",105537,NA,2019
"51111","Lunenburg County, Virginia",12282,NA,2019
"51137","Orange County, Virginia",36010,NA,2019
"51595","Emporia city, Virginia",5442,NA,2019
"51197","Wythe County, Virginia",28844,NA,2019
"51550","Chesapeake city, Virginia",239982,NA,2019
"51660","Harrisonburg city, Virginia",53273,NA,2019
"51003","Albemarle County, Virginia",107405,NA,2019
"51019","Bedford County, Virginia",78376,NA,2019
"51029","Buckingham County, Virginia",17059,NA,2019
"51195","Wise County, Virginia",38486,NA,2019
"51580","Covington city, Virginia",5598,NA,2019
"51740","Portsmouth city, Virginia",95097,NA,2019
"51810","Virginia Beach city, Virginia",450201,NA,2019
"51005","Alleghany County, Virginia",15157,NA,2019
"51640","Galax city, Virginia",6517,NA,2019
"51193","Westmoreland County, Virginia",17751,NA,2019
"51133","Northumberland County, Virginia",12190,NA,2019
"51155","Pulaski County, Virginia",34182,NA,2019
"51187","Warren County, Virginia",39492,NA,2019
"51590","Danville city, Virginia",41070,NA,2019
"51630","Fredericksburg city, Virginia",28622,NA,2019
"51009","Amherst County, Virginia",31775,NA,2019
"51017","Bath County, Virginia",4307,NA,2019
"51670","Hopewell city, Virginia",22456,NA,2019
"51700","Newport News city, Virginia",179673,NA,2019
"51069","Frederick County, Virginia",86415,NA,2019
"51680","Lynchburg city, Virginia",80569,NA,2019
"51199","York County, Virginia",67982,NA,2019
"51690","Martinsville city, Virginia",12852,NA,2019
"51125","Nelson County, Virginia",14831,NA,2019
"51143","Pittsylvania County, Virginia",61256,NA,2019
"51530","Buena Vista city, Virginia",6484,NA,2019
"51610","Falls Church city, Virginia",14128,NA,2019
"51730","Petersburg city, Virginia",31362,NA,2019
"51735","Poquoson city, Virginia",12090,NA,2019
"51600","Fairfax city, Virginia",23531,NA,2019
"51820","Waynesboro city, Virginia",22140,NA,2019
"51770","Roanoke city, Virginia",99229,NA,2019
"51800","Suffolk city, Virginia",90093,NA,2019
"51710","Norfolk city, Virginia",244601,NA,2019
"51007","Amelia County, Virginia",12953,NA,2019
"51041","Chesterfield County, Virginia",343551,NA,2019
"51059","Fairfax County, Virginia",1145862,NA,2019
"51001","Accomack County, Virginia",32560,NA,2020
"51005","Alleghany County, Virginia",15030,NA,2020
"51007","Amelia County, Virginia",12970,NA,2020
"51011","Appomattox County, Virginia",15814,NA,2020
"51013","Arlington County, Virginia",236434,NA,2020
"51017","Bath County, Virginia",4248,NA,2020
"51019","Bedford County, Virginia",78965,NA,2020
"51023","Botetourt County, Virginia",33440,NA,2020
"51025","Brunswick County, Virginia",16336,NA,2020
"51029","Buckingham County, Virginia",17087,NA,2020
"51031","Campbell County, Virginia",55406,NA,2020
"51035","Carroll County, Virginia",29911,NA,2020
"51036","Charles City County, Virginia",6965,NA,2020
"51037","Charlotte County, Virginia",11953,NA,2020
"51043","Clarke County, Virginia",14498,NA,2020
"51045","Craig County, Virginia",5103,NA,2020
"51049","Cumberland County, Virginia",9869,NA,2020
"51051","Dickenson County, Virginia",14524,NA,2020
"51057","Essex County, Virginia",10960,NA,2020
"51059","Fairfax County, Virginia",1149439,NA,2020
"51063","Floyd County, Virginia",15766,NA,2020
"51065","Fluvanna County, Virginia",26873,NA,2020
"51069","Frederick County, Virginia",88054,NA,2020
"51071","Giles County, Virginia",16760,NA,2020
"51075","Goochland County, Virginia",23472,NA,2020
"51077","Grayson County, Virginia",15651,NA,2020
"51081","Greensville County, Virginia",11403,NA,2020
"51083","Halifax County, Virginia",34295,NA,2020
"51087","Henrico County, Virginia",330076,NA,2020
"51089","Henry County, Virginia",51032,NA,2020
"51093","Isle of Wight County, Virginia",37107,NA,2020
"51095","James City County, Virginia",76032,NA,2020
"51097","King and Queen County, Virginia",7011,NA,2020
"51099","King George County, Virginia",26679,NA,2020
"51101","King William County, Virginia",16985,NA,2020
"51103","Lancaster County, Virginia",10686,NA,2020
"51105","Lee County, Virginia",23723,NA,2020
"51107","Loudoun County, Virginia",405312,NA,2020
"51109","Louisa County, Virginia",36654,NA,2020
"51111","Lunenburg County, Virginia",12294,NA,2020
"51113","Madison County, Virginia",13208,NA,2020
"51115","Mathews County, Virginia",8760,NA,2020
"51117","Mecklenburg County, Virginia",30726,NA,2020
"51119","Middlesex County, Virginia",10642,NA,2020
"51121","Montgomery County, Virginia",98495,NA,2020
"51125","Nelson County, Virginia",14812,NA,2020
"51127","New Kent County, Virginia",22310,NA,2020
"51131","Northampton County, Virginia",11826,NA,2020
"51133","Northumberland County, Virginia",12151,NA,2020
"51135","Nottoway County, Virginia",15338,NA,2020
"51137","Orange County, Virginia",36501,NA,2020
"51139","Page County, Virginia",23862,NA,2020
"51141","Patrick County, Virginia",17660,NA,2020
"51145","Powhatan County, Virginia",29253,NA,2020
"51147","Prince Edward County, Virginia",22892,NA,2020
"51149","Prince George County, Virginia",38292,NA,2020
"51155","Pulaski County, Virginia",34113,NA,2020
"51157","Rappahannock County, Virginia",7360,NA,2020
"51161","Roanoke County, Virginia",94103,NA,2020
"51163","Rockbridge County, Virginia",22728,NA,2020
"51167","Russell County, Virginia",26937,NA,2020
"51169","Scott County, Virginia",21761,NA,2020
"51173","Smyth County, Virginia",30539,NA,2020
"51175","Southampton County, Virginia",17829,NA,2020
"51179","Stafford County, Virginia",150185,NA,2020
"51181","Surry County, Virginia",6459,NA,2020
"51185","Tazewell County, Virginia",41201,NA,2020
"51187","Warren County, Virginia",39888,NA,2020
"51193","Westmoreland County, Virginia",17873,NA,2020
"51195","Wise County, Virginia",38032,NA,2020
"51199","York County, Virginia",68389,NA,2020
"51510","Alexandria city, Virginia",158309,NA,2020
"51530","Buena Vista city, Virginia",6477,NA,2020
"51540","Charlottesville city, Virginia",47217,NA,2020
"51570","Colonial Heights city, Virginia",17283,NA,2020
"51580","Covington city, Virginia",5653,NA,2020
"51590","Danville city, Virginia",40668,NA,2020
"51600","Fairfax city, Virginia",23312,NA,2020
"51610","Falls Church city, Virginia",14309,NA,2020
"51630","Fredericksburg city, Virginia",29059,NA,2020
"51640","Galax city, Virginia",6402,NA,2020
"51660","Harrisonburg city, Virginia",53558,NA,2020
"51670","Hopewell city, Virginia",22500,NA,2020
"51680","Lynchburg city, Virginia",80970,NA,2020
"51683","Manassas city, Virginia",41038,NA,2020
"51690","Martinsville city, Virginia",12646,NA,2020
"51700","Newport News city, Virginia",179582,NA,2020
"51720","Norton city, Virginia",3969,NA,2020
"51730","Petersburg city, Virginia",30791,NA,2020
"51740","Portsmouth city, Virginia",94961,NA,2020
"51750","Radford city, Virginia",17833,NA,2020
"51770","Roanoke city, Virginia",99122,NA,2020
"51775","Salem city, Virginia",25290,NA,2020
"51790","Staunton city, Virginia",24660,NA,2020
"51800","Suffolk city, Virginia",91383,NA,2020
"51810","Virginia Beach city, Virginia",450882,NA,2020
"51820","Waynesboro city, Virginia",22300,NA,2020
"51830","Williamsburg city, Virginia",15034,NA,2020
"51840","Winchester city, Virginia",27912,NA,2020
"51003","Albemarle County, Virginia",108819,NA,2020
"51009","Amherst County, Virginia",31782,NA,2020
"51015","Augusta County, Virginia",75754,NA,2020
"51021","Bland County, Virginia",6334,NA,2020
"51027","Buchanan County, Virginia",21374,NA,2020
"51033","Caroline County, Virginia",30581,NA,2020
"51041","Chesterfield County, Virginia",348500,NA,2020
"51047","Culpeper County, Virginia",51935,NA,2020
"51053","Dinwiddie County, Virginia",28686,NA,2020
"51061","Fauquier County, Virginia",70353,NA,2020
"51067","Franklin County, Virginia",56231,NA,2020
"51073","Gloucester County, Virginia",37362,NA,2020
"51079","Greene County, Virginia",19734,NA,2020
"51085","Hanover County, Virginia",106538,NA,2020
"51091","Highland County, Virginia",2202,NA,2020
"51143","Pittsylvania County, Virginia",60867,NA,2020
"51153","Prince William County, Virginia",466834,NA,2020
"51159","Richmond County, Virginia",8951,NA,2020
"51165","Rockingham County, Virginia",81138,NA,2020
"51171","Shenandoah County, Virginia",43441,NA,2020
"51177","Spotsylvania County, Virginia",134683,NA,2020
"51183","Sussex County, Virginia",11202,NA,2020
"51191","Washington County, Virginia",54005,NA,2020
"51197","Wythe County, Virginia",28725,NA,2020
"51520","Bristol city, Virginia",17059,NA,2020
"51550","Chesapeake city, Virginia",242647,NA,2020
"51595","Emporia city, Virginia",5408,NA,2020
"51620","Franklin city, Virginia",8015,NA,2020
"51650","Hampton city, Virginia",135169,NA,2020
"51678","Lexington city, Virginia",7205,NA,2020
"51685","Manassas Park city, Virginia",17548,NA,2020
"51710","Norfolk city, Virginia",244300,NA,2020
"51735","Poquoson city, Virginia",12121,NA,2020
"51760","Richmond city, Virginia",229233,NA,2020
"51001","Accomack County, Virginia",33388,NA,2021
"51003","Albemarle County, Virginia",111438,NA,2021
"51005","Alleghany County, Virginia",15266,NA,2021
"51007","Amelia County, Virginia",13220,NA,2021
"51009","Amherst County, Virginia",31381,NA,2021
"51011","Appomattox County, Virginia",16039,NA,2021
"51013","Arlington County, Virginia",235764,NA,2021
"51015","Augusta County, Virginia",76948,NA,2021
"51017","Bath County, Virginia",4243,NA,2021
"51019","Bedford County, Virginia",79183,NA,2021
"51021","Bland County, Virginia",6278,NA,2021
"51023","Botetourt County, Virginia",33542,NA,2021
"51025","Brunswick County, Virginia",16044,NA,2021
"51027","Buchanan County, Virginia",20615,NA,2021
"51029","Buckingham County, Virginia",16832,NA,2021
"51031","Campbell County, Virginia",55656,NA,2021
"51033","Caroline County, Virginia",30861,NA,2021
"51035","Carroll County, Virginia",29123,NA,2021
"51036","Charles City County, Virginia",6817,NA,2021
"51037","Charlotte County, Virginia",11605,NA,2021
"51041","Chesterfield County, Virginia",359798,NA,2021
"51043","Clarke County, Virginia",14726,NA,2021
"51045","Craig County, Virginia",4914,NA,2021
"51047","Culpeper County, Virginia",52021,NA,2021
"51049","Cumberland County, Virginia",9669,NA,2021
"51051","Dickenson County, Virginia",14256,NA,2021
"51053","Dinwiddie County, Virginia",28040,NA,2021
"51057","Essex County, Virginia",10621,NA,2021
"51059","Fairfax County, Virginia",1146825,NA,2021
"51061","Fauquier County, Virginia",72416,NA,2021
"51063","Floyd County, Virginia",15536,NA,2021
"51065","Fluvanna County, Virginia",27078,NA,2021
"51067","Franklin County, Virginia",54829,NA,2021
"51069","Frederick County, Virginia",90287,NA,2021
"51071","Giles County, Virginia",16764,NA,2021
"51073","Gloucester County, Virginia",38586,NA,2021
"51075","Goochland County, Virginia",24300,NA,2021
"51077","Grayson County, Virginia",15418,NA,2021
"51079","Greene County, Virginia",20374,NA,2021
"51081","Greensville County, Virginia",11465,NA,2021
"51083","Halifax County, Virginia",34228,NA,2021
"51085","Hanover County, Virginia",109232,NA,2021
"51087","Henrico County, Virginia",331924,NA,2021
"51089","Henry County, Virginia",51077,NA,2021
"51091","Highland County, Virginia",2229,NA,2021
"51093","Isle of Wight County, Virginia",38301,NA,2021
"51095","James City County, Virginia",77733,NA,2021
"51097","King and Queen County, Virginia",6690,NA,2021
"51099","King George County, Virginia",26597,NA,2021
"51101","King William County, Virginia",17511,NA,2021
"51103","Lancaster County, Virginia",10916,NA,2021
"51105","Lee County, Virginia",22482,NA,2021
"51107","Loudoun County, Virginia",413574,NA,2021
"51109","Louisa County, Virginia",37136,NA,2021
"51111","Lunenburg County, Virginia",11982,NA,2021
"51113","Madison County, Virginia",13731,NA,2021
"51115","Mathews County, Virginia",8548,NA,2021
"51117","Mecklenburg County, Virginia",30347,NA,2021
"51119","Middlesex County, Virginia",10686,NA,2021
"51121","Montgomery County, Virginia",99294,NA,2021
"51125","Nelson County, Virginia",14795,NA,2021
"51127","New Kent County, Virginia",22519,NA,2021
"51131","Northampton County, Virginia",12226,NA,2021
"51133","Northumberland County, Virginia",11965,NA,2021
"51135","Nottoway County, Virginia",15667,NA,2021
"51137","Orange County, Virginia",36001,NA,2021
"51139","Page County, Virginia",23734,NA,2021
"51141","Patrick County, Virginia",17661,NA,2021
"51143","Pittsylvania County, Virginia",60833,NA,2021
"51145","Powhatan County, Virginia",29979,NA,2021
"51147","Prince Edward County, Virginia",21887,NA,2021
"51149","Prince George County, Virginia",42170,NA,2021
"51153","Prince William County, Virginia",477224,NA,2021
"51155","Pulaski County, Virginia",33893,NA,2021
"51157","Rappahannock County, Virginia",7400,NA,2021
"51159","Richmond County, Virginia",8902,NA,2021
"51161","Roanoke County, Virginia",96303,NA,2021
"51163","Rockbridge County, Virginia",22663,NA,2021
"51165","Rockingham County, Virginia",83090,NA,2021
"51167","Russell County, Virginia",25932,NA,2021
"51169","Scott County, Virginia",21576,NA,2021
"51171","Shenandoah County, Virginia",44037,NA,2021
"51173","Smyth County, Virginia",29960,NA,2021
"51175","Southampton County, Virginia",18028,NA,2021
"51177","Spotsylvania County, Virginia",138493,NA,2021
"51179","Stafford County, Virginia",154204,NA,2021
"51181","Surry County, Virginia",6563,NA,2021
"51183","Sussex County, Virginia",10960,NA,2021
"51185","Tazewell County, Virginia",40615,NA,2021
"51187","Warren County, Virginia",40442,NA,2021
"51191","Washington County, Virginia",53997,NA,2021
"51193","Westmoreland County, Virginia",18324,NA,2021
"51195","Wise County, Virginia",36531,NA,2021
"51197","Wythe County, Virginia",28347,NA,2021
"51199","York County, Virginia",69635,NA,2021
"51510","Alexandria city, Virginia",158185,NA,2021
"51520","Bristol city, Virginia",16996,NA,2021
"51530","Buena Vista city, Virginia",6649,NA,2021
"51540","Charlottesville city, Virginia",46597,NA,2021
"51550","Chesapeake city, Virginia",247172,NA,2021
"51570","Colonial Heights city, Virginia",18127,NA,2021
"51580","Covington city, Virginia",5716,NA,2021
"51590","Danville city, Virginia",42556,NA,2021
"51595","Emporia city, Virginia",5761,NA,2021
"51600","Fairfax city, Virginia",23980,NA,2021
"51610","Falls Church city, Virginia",14494,NA,2021
"51620","Franklin city, Virginia",8249,NA,2021
"51630","Fredericksburg city, Virginia",28027,NA,2021
"51640","Galax city, Virginia",6681,NA,2021
"51650","Hampton city, Virginia",136748,NA,2021
"51660","Harrisonburg city, Virginia",52062,NA,2021
"51670","Hopewell city, Virginia",23020,NA,2021
"51678","Lexington city, Virginia",7287,NA,2021
"51680","Lynchburg city, Virginia",78973,NA,2021
"51683","Manassas city, Virginia",42596,NA,2021
"51685","Manassas Park city, Virginia",17081,NA,2021
"51690","Martinsville city, Virginia",13476,NA,2021
"51700","Newport News city, Virginia",185069,NA,2021
"51710","Norfolk city, Virginia",238556,NA,2021
"51720","Norton city, Virginia",3696,NA,2021
"51730","Petersburg city, Virginia",33229,NA,2021
"51735","Poquoson city, Virginia",12382,NA,2021
"51740","Portsmouth city, Virginia",97454,NA,2021
"51750","Radford city, Virginia",16205,NA,2021
"51760","Richmond city, Virginia",225676,NA,2021
"51770","Roanoke city, Virginia",99578,NA,2021
"51775","Salem city, Virginia",25335,NA,2021
"51790","Staunton city, Virginia",25358,NA,2021
"51800","Suffolk city, Virginia",93268,NA,2021
"51810","Virginia Beach city, Virginia",457658,NA,2021
"51820","Waynesboro city, Virginia",22149,NA,2021
"51830","Williamsburg city, Virginia",15299,NA,2021
"51840","Winchester city, Virginia",28194,NA,2021
"51001","Accomack County, Virginia",33367,NA,2022
"51003","Albemarle County, Virginia",112513,NA,2022
"51005","Alleghany County, Virginia",15159,NA,2022
"51007","Amelia County, Virginia",13309,NA,2022
"51009","Amherst County, Virginia",31426,NA,2022
"51011","Appomattox County, Virginia",16253,NA,2022
"51013","Arlington County, Virginia",235845,NA,2022
"51015","Augusta County, Virginia",77433,NA,2022
"51017","Bath County, Virginia",4177,NA,2022
"51019","Bedford County, Virginia",79761,NA,2022
"51021","Bland County, Virginia",6241,NA,2022
"51023","Botetourt County, Virginia",33734,NA,2022
"51025","Brunswick County, Virginia",15965,NA,2022
"51027","Buchanan County, Virginia",20246,NA,2022
"51029","Buckingham County, Virginia",16869,NA,2022
"51031","Campbell County, Virginia",55518,NA,2022
"51033","Caroline County, Virginia",31181,NA,2022
"51035","Carroll County, Virginia",29126,NA,2022
"51036","Charles City County, Virginia",6760,NA,2022
"51037","Charlotte County, Virginia",11563,NA,2022
"51041","Chesterfield County, Virginia",366019,NA,2022
"51043","Clarke County, Virginia",14882,NA,2022
"51045","Craig County, Virginia",4898,NA,2022
"51047","Culpeper County, Virginia",52822,NA,2022
"51049","Cumberland County, Virginia",9697,NA,2022
"51051","Dickenson County, Virginia",14089,NA,2022
"51053","Dinwiddie County, Virginia",28057,NA,2022
"51057","Essex County, Virginia",10602,NA,2022
"51059","Fairfax County, Virginia",1145354,NA,2022
"51061","Fauquier County, Virginia",73290,NA,2022
"51063","Floyd County, Virginia",15532,NA,2022
"51065","Fluvanna County, Virginia",27442,NA,2022
"51067","Franklin County, Virginia",54838,NA,2022
"51069","Frederick County, Virginia",92007,NA,2022
"51071","Giles County, Virginia",16711,NA,2022
"51073","Gloucester County, Virginia",38875,NA,2022
"51075","Goochland County, Virginia",24906,NA,2022
"51077","Grayson County, Virginia",15356,NA,2022
"51079","Greene County, Virginia",20631,NA,2022
"51081","Greensville County, Virginia",11373,NA,2022
"51083","Halifax County, Virginia",34013,NA,2022
"51085","Hanover County, Virginia",110513,NA,2022
"51087","Henrico County, Virginia",333120,NA,2022
"51089","Henry County, Virginia",50760,NA,2022
"51091","Highland County, Virginia",2247,NA,2022
"51093","Isle of Wight County, Virginia",38898,NA,2022
"51095","James City County, Virginia",78818,NA,2022
"51097","King and Queen County, Virginia",6681,NA,2022
"51099","King George County, Virginia",26985,NA,2022
"51101","King William County, Virginia",17845,NA,2022
"51103","Lancaster County, Virginia",10866,NA,2022
"51105","Lee County, Virginia",22287,NA,2022
"51107","Loudoun County, Virginia",420773,NA,2022
"51109","Louisa County, Virginia",38106,NA,2022
"51111","Lunenburg County, Virginia",11988,NA,2022
"51113","Madison County, Virginia",13828,NA,2022
"51115","Mathews County, Virginia",8537,NA,2022
"51117","Mecklenburg County, Virginia",30367,NA,2022
"51119","Middlesex County, Virginia",10738,NA,2022
"51121","Montgomery County, Virginia",99373,NA,2022
"51125","Nelson County, Virginia",14773,NA,2022
"51127","New Kent County, Virginia",23296,NA,2022
"51131","Northampton County, Virginia",12132,NA,2022
"51133","Northumberland County, Virginia",12007,NA,2022
"51135","Nottoway County, Virginia",15638,NA,2022
"51137","Orange County, Virginia",36593,NA,2022
"51139","Page County, Virginia",23753,NA,2022
"51141","Patrick County, Virginia",17660,NA,2022
"51143","Pittsylvania County, Virginia",60541,NA,2022
"51145","Powhatan County, Virginia",30503,NA,2022
"51147","Prince Edward County, Virginia",21922,NA,2022
"51149","Prince George County, Virginia",42634,NA,2022
"51153","Prince William County, Virginia",481114,NA,2022
"51155","Pulaski County, Virginia",33841,NA,2022
"51157","Rappahannock County, Virginia",7422,NA,2022
"51159","Richmond County, Virginia",8968,NA,2022
"51161","Roanoke County, Virginia",96653,NA,2022
"51163","Rockbridge County, Virginia",22673,NA,2022
"51165","Rockingham County, Virginia",83905,NA,2022
"51167","Russell County, Virginia",25763,NA,2022
"51169","Scott County, Virginia",21536,NA,2022
"51171","Shenandoah County, Virginia",44337,NA,2022
"51173","Smyth County, Virginia",29799,NA,2022
"51175","Southampton County, Virginia",18003,NA,2022
"51177","Spotsylvania County, Virginia",141097,NA,2022
"51179","Stafford County, Virginia",157606,NA,2022
"51181","Surry County, Virginia",6546,NA,2022
"51183","Sussex County, Virginia",10866,NA,2022
"51185","Tazewell County, Virginia",40392,NA,2022
"51187","Warren County, Virginia",40800,NA,2022
"51191","Washington County, Virginia",53985,NA,2022
"51193","Westmoreland County, Virginia",18480,NA,2022
"51195","Wise County, Virginia",36105,NA,2022
"51197","Wythe County, Virginia",28275,NA,2022
"51199","York County, Virginia",70238,NA,2022
"51510","Alexandria city, Virginia",157594,NA,2022
"51520","Bristol city, Virginia",17036,NA,2022
"51530","Buena Vista city, Virginia",6639,NA,2022
"51540","Charlottesville city, Virginia",46289,NA,2022
"51550","Chesapeake city, Virginia",249377,NA,2022
"51570","Colonial Heights city, Virginia",18158,NA,2022
"51580","Covington city, Virginia",5722,NA,2022
"51590","Danville city, Virginia",42507,NA,2022
"51595","Emporia city, Virginia",5680,NA,2022
"51600","Fairfax city, Virginia",24242,NA,2022
"51610","Falls Church city, Virginia",14576,NA,2022
"51620","Franklin city, Virginia",8194,NA,2022
"51630","Fredericksburg city, Virginia",28258,NA,2022
