Location,Acres,Class,consid,assess,per_acre,year,PIN
Franklin,46.77,,273000,210500,5837.08,2017,
Rockbridge,46.82,,655000,656700,13989.75,2017,
Hanover,46.86,,605000,497800,12911.62,2017,
Shenandoah,46.9,,525000,689400,11194.27,2017,
Franklin,46.97,,100000,117400,2129.02,2017,
Buchanan,47,,175000,211000,3723.4,2017,
King William,47.1,,480700,177800,10205.94,2017,
Culpeper,47.25,,300000,175200,6349.64,2017,
Henry,47.34,,555000,502700,11724.44,2017,
Henry,47.34,,555000,502700,11724.44,2017,
Bedford,47.35,,130000,189400,2745.74,2017,
Patrick,47.41,,150000,151300,3164.02,2017,
Pulaski,47.5,,50000,47500,1052.63,2017,
Patrick,47.54,,215000,240400,4522.51,2017,
Buckingham,47.79,,400000,312200,8370.3,2017,
Rockingham,47.97,,450000,312000,9381.25,2017,
Accomack,48,,100000,124500,2083.33,2017,
Campbell,48,,85000,59000,1770.83,2017,
Sussex,48.1,,100000,50500,2079,2017,
Fauquier,48.11,,730000,802300,15173.91,2017,
Franklin,48.21,,160000,111800,3318.81,2017,
Mecklenburg,48.51,,125000,139700,2576.79,2017,
Brunswick,48.52,,75000,80500,1545.754328,2017,
Spotsylvania,48.55,,120000,100000,2471.68,2017,
Rappahannock,48.66,,250000,365000,5137.27,2017,
Campbell,48.69,,110000,111600,2259.19,2017,
Campbell,48.73,,125000,138500,2565.21,2017,
Amherst,48.75,,95000,147600,1948.72,2017,
King William,48.76,,287500,265000,5896.35,2017,
Surry,48.8,,129500,161600,2653.69,2017,
Albemarle,48.88,,699900,787200,14318.74,2017,
Rockingham,48.92,,145000,171200,2964.02,2017,
Buchanan,48.93,,50000,37400,1021.87,2017,
Amherst,49,,174500,178000,3561.22,2017,
Halifax,49.01,,78000,69124,1591.51,2017,
Nottoway,49.1,,98198,124000,2000,2017,
Pittsylvania,49.25,,126250,173100,2563.71,2017,
Nottoway,49.3,,76000,74000,1541.58,2017,
Buckingham,49.5,,100000,66500,,2017,
Buckingham,49.5,,155000,135500,3131.31,2017,
Pittsylvania,49.52,,94500,123500,1908.28,2017,
Nottoway,49.62,,110000,80000,2216.85,2017,
Roanoke,49.63,,195000,237900,3929.08,2017,
Augusta,49.7,,259000,298200,5211.27,2017,
Franklin,49.72,,242000,301900,4867.26,2017,
Lunenburg,49.76,,115000,79100,2311.09,2017,
Floyd,49.96,,190000,216800,3802.82,2017,
Amelia,50,,108000,60000,2160,2017,
Appomattox,50,,325000,302500,6500,2017,
Augusta,50,,275000,204000,5500,2017,
Brunswick,50,,50000,64900,1000,2017,
Fauquier,50,,800000,1155800,16000,2017,
Fluvanna,50,,160000,233500,3200,2017,
Frederick,50,,300000,284100,6000,2017,
Halifax,50,,130000,121999,2600,2017,
Hanover,50,,250000,230100,5000,2017,
Lee,50,,217500,97600,4350,2017,
Mecklenburg,50,,98500,89100,1970,2017,
Suffolk,50,,340000,280700,6800,2017,
Westmoreland,50,,120000,74100,2400,2017,
Frederick,50.05,,145000,141500,2897.05,2017,
Albemarle,50.07,,449750,357400,8982.42,2017,
Suffolk,50.11,,608000,343400,12133.31,2017,
Cumberland,50.13,,100000,75190,1995.01,2017,
Floyd,50.14,,108000,173600,2153.97,2017,
Halifax,50.16,,170000,160670,3389.15,2017,
Pittsylvania,50.19,,147000,181200,2928.93,2017,
Tazewell,50.23,,100000,42100,1990.84,2017,
Buckingham,50.33,,100000,55300,1986.89,2017,
Bath,50.46,,120000,79200,2378.12,2017,
Cumberland,50.5,,250000,233500,4950.5,2017,
King William,50.54,,133000,128900,2631.58,2017,
Floyd,50.63,,162022,200700,3199.99,2017,
Amherst,50.65,,295000,369300,5824.28,2017,
King William,50.66,,350000,257500,6908.8,2017,
Henry,50.7,,45000,48200,887.57,2017,
Mecklenburg,50.73,,130000,100200,2562.59,2017,
Clarke,50.87,,395000,384800,7764.69,2017,
Tazewell,50.91,,435000,552400,8544.49,2017,
Fauquier,50.95,,620000,623800,12167.74,2017,
Dickenson,50.99,,325000,264100,6373.8,2017,
Montgomery,51,,140000,121400,2745.1,2017,
Nelson,51.1,,117000,153300,2289.63,2017,
Floyd,51.26,,131250,175000,2560.73,2017,
Greene,51.27,,330000,403800,6436.39,2017,
Campbell,51.36,,58000,50800,1129.28,2017,
King William,51.47,,394500,382800,7664.66,2017,
Tazewell,51.49,,62000,56200,1204.14,2017,
Rockbridge,51.51,,130000,158600,2523.68,2017,
Amherst,51.54,,220000,168900,4268.28,2017,
Shenandoah,51.54,,275000,266600,5335.45,2017,
Amherst,51.65,,235000,109100,4549.94,2017,
Nelson,51.65,,175000,155000,3388.19,2017,
Clarke,51.8,,520000,299200,10038.61,2017,
Montgomery,51.83,,620000,648700,11961.26,2017,
Bedford,51.91,,800000,646100,15411.59,2017,
Wythe,52.23,,77500,104500,1483.88,2017,
Tazewell,52.31,,265000,271100,5065.95,2017,
Lee,52.5,,60000,41000,1142.86,2017,
Rockbridge,52.53,,169000,163000,3217.21,2017,
Highland,52.59,,126000,105200,2396.12,2017,
Highland,52.59,,100000,105200,1901.68,2017,
Highland,52.59,,126000,105200,2396.12,2017,
Highland,52.59,,100000,105200,1901.68,2017,
Culpeper,52.63,,260000,273600,4940.62,2017,
Halifax,52.74,,65000,55100,1232.46,2017,
Floyd,52.76,,137500,142200,2606.19,2017,
Sussex,52.86,,95000,43400,1797.3,2017,
Fauquier,52.87,,482000,454600,9116.58,2017,
Westmoreland,53,,170000,132200,3207.55,2017,
Culpeper,53.1,,285700,253400,5380.01,2017,
Halifax,53.14,,105000,79065,1975.91,2017,
Madison,53.24,,425000,595900,7982.72,2017,
Nelson,53.24,,890000,1336500,16717.38,2017,
Charles City,53.27,,182000,242400,3416.56,2017,
Wythe,53.32,,303924,160000,5699.79,2017,
Campbell,53.47,,106000,80900,1982.42,2017,
Franklin,53.51,,65000,80300,1214.73,2017,
Mecklenburg,53.53,,123126,89400,2300.13,2017,
Caroline,53.78,,165700,159900,3081.19,2017,
Caroline,54,,100000,108000,1851.85,2017,
Dickenson,54,,30000,51200,555.56,2017,
Lunenburg,54.01,,185000,71000,3425.29,2017,
Northumberland,54.07,,161000,212100,2977.57,2017,
Cumberland,54.1,,182400,167600,3371.53,2017,
Fauquier,54.25,,875000,838900,16129.51,2017,
Nelson,54.3,,230000,162900,4235.73,2017,
Franklin,54.5,,137500,125100,2522.94,2017,
Culpeper,54.81,,496500,435700,9058.14,2017,
Franklin,54.99,,122000,107200,2218.59,2017,
Charlotte,55,,117260,62686,2132,2017,
Floyd,55,,165000,180000,3000,2017,
Pulaski,55,,55000,44000,1000,2017,
Wythe,55,,265000,266000,4818.18,2017,
Pittsylvania,55.17,,132500,109500,2401.75,2017,
Nelson,55.2,,117000,110400,2119.57,2017,
Halifax,55.3,,75000,77420,1356.24,2017,
Goochland,55.31,,138000,193571,2495.21,2017,
Prince Edward,55.74,,85000,87500,1524.94,2017,
Augusta,55.89,,420000,388300,7514.76,2017,
Rappahannock,56.02,,305000,333600,5444.64,2017,
Mecklenburg,56.09,,111460,121200,1987.16,2017,
Fauquier,56.1,,230000,252500,4099.48,2017,
Charles City,56.2,,739000,757000,13149.47,2017,
Campbell,56.41,,270000,200500,4786.39,2017,
Bedford,56.42,,535000,574600,9482.79,2017,
Middlesex,56.45,,112800,131900,1998.3,2017,
New Kent,56.6,,430000,420500,7597.17,2017,
Pittsylvania,56.82,,95000,102300,1671.95,2017,
Appomattox,56.93,,82000,113900,1440.37,2017,
Tazewell,56.99,,258000,208500,4527.11,2017,
Dickenson,57,,28000,39900,491.23,2017,
Amherst,57.06,,475000,531400,8324.57,2017,
Culpeper,57.07,,270000,235800,4731.44,2017,
Amherst,57.6,,140000,143400,2430.56,2017,
Halifax,57.64,,65000,89030,1127.69,2017,
Augusta,57.73,,385000,317500,6668.98,2017,
Albemarle,57.76,,400000,476300,6925.21,2017,
Mecklenburg,58.01,,238000,163100,4102.74,2017,
Washington,58.04,,325000,557200,5599.59,2017,
Rockbridge,58.25,,174750,183300,3000,2017,
Pittsylvania,58.5,,77000,128700,1316.24,2017,
Pittsylvania,58.5,,55000,128700,940.17,2017,
Greene,58.71,,600000,854700,10220.25,2017,
Frederick,58.76,,264000,244600,4493.03,2017,
Alleghany,58.77,,101500,112400,1727.07,2017,
Franklin,58.81,,140000,141400,2380.55,2017,
Buckingham,58.92,,65000,79800,,2017,
Rockbridge,59.04,,458000,449800,7757.98,2017,
Culpeper,59.64,,195000,305100,3269.35,2017,
Accomack,60,,170000,67500,2833.33,2017,
Botetourt,60,,240000,168000,4000,2017,
Giles,60,,79000,48000,1316.67,2017,
Northumberland,60,,70800,72000,1180,2017,
Pittsylvania,60.03,,145000,111200,2415.46,2017,
Nelson,60.12,,320000,353000,5322.69,2017,
Botetourt,60.14,,445000,287900,7399.03,2017,
Washington,60.16,,237900,229700,3954.45,2017,
Campbell,60.17,,227000,156200,3772.52,2017,
Pittsylvania,60.17,,106000,107900,1761.73,2017,
Cumberland,60.2,,160000,170090,2657.81,2017,
Pittsylvania,60.4,,70000,113200,1158.94,2017,
Smyth,60.43,,775000,960500,12824.76,2017,
Bedford,60.75,,195000,272300,3209.88,2017,
Sussex,60.76,,239000,252600,3933.51,2017,
Charlotte,61,,87000,76003,1426.23,2017,
Suffolk,61.27,,515000,510900,8405.42,2017,
Lunenburg,61.49,,165000,86300,2683.36,2017,
Franklin,61.5,,180000,178800,2926.83,2017,
Rappahannock,61.54,,415000,432300,6743.58,2017,
Fauquier,61.62,,394900,567100,6408.63,2017,
Mecklenburg,61.74,,95000,129700,1538.71,2017,
Brunswick,61.82,,80000,45300,1294.08,2017,
Prince Edward,61.91,,250000,209900,4038.12,2017,
King George,61.97,,350000,409800,5647.89,2017,
Buckingham,62,,150000,142600,2419.35,2017,
Highland,62.08,,470000,592300,7570.88,2017,
Albemarle,62.1,,980000,903300,15781,2017,
Franklin,62.12,,195672,169800,3149.9,2017,
Amherst,62.16,,114529,170800,1842.49,2017,
Alleghany,62.22,,230000,278000,3696.86,2017,
Botetourt,62.35,,150000,137700,2405.77,2017,
Nelson,62.56,,200000,367700,3196.93,2017,
Buckingham,62.6,,140000,99400,2236.42,2017,
Northampton,62.8,,185000,206400,2945.86,2017,
King William,62.81,,132000,165300,2101.58,2017,
Rockingham,62.96,,850000,1003900,13500.21,2017,
Accomack,63,,280000,270000,4444.44,2017,
Madison,63,,152500,223200,2420.63,2017,
Pulaski,63.04,,150000,134600,2379.44,2017,
Franklin,63.19,,235000,246400,3718.94,2017,
Washington,63.33,,250000,120600,3947.7,2017,
Patrick,63.36,,379579,320900,5990.74,2017,
Franklin,63.37,,200000,124300,3156.07,2017,
Dickenson,63.43,,115590,66400,1822.32,2017,
Rockbridge,63.48,,360000,433600,5671.08,2017,
Augusta,63.49,,195000,190500,3071.35,2017,
Caroline,63.52,,430000,353800,6769.31,2017,
Orange,63.53,,400000,317500,6296.34,2017,
Prince Edward,63.53,,295000,224400,4643.48,2017,
Highland,63.6,,151000,127200,2374.21,2017,
Highland,63.6,,151000,127200,2374.21,2017,
Cumberland,63.8,,170000,171290,2664.58,2017,
Augusta,63.94,,302400,273700,4729.43,2017,
Franklin,64,,135000,109500,2109.38,2017,
Highland,64.12,,225000,182800,3508.94,2017,
Highland,64.12,,225000,182800,3508.94,2017,
Accomack,64.17,,562500,200800,8765.78,2017,
Madison,64.28,,495000,461300,7700.92,2017,
Rockbridge,64.29,,205507,225000,3196.71,2017,
Patrick,64.37,,467000,350500,7254.93,2017,
Bedford,64.46,,115000,193400,1784.05,2017,
Spotsylvania,64.47,,185000,209900,2869.55,2017,
Buckingham,64.5,,89000,73500,1379.84,2017,
Patrick,64.52,,100000,136000,1549.91,2017,
Hanover,64.7,,360000,248000,5564.14,2017,
Rockbridge,64.77,,520000,253600,8028.66,2017,
Amherst,64.79,,437750,271500,6756.03,2017,
Mecklenburg,64.89,,309700,349400,4772.69,2017,
Albemarle,65.05,,550000,722700,8455.03,2017,
Henry,65.13,,85000,87500,1305.1,2017,
Bath,65.37,,130000,130700,1988.68,2017,
Brunswick,65.41,,90000,88600,1376,2017,
King William,65.6,,150000,150900,2286.59,2017,
Pittsylvania,65.6,,165000,140200,2515.24,2017,
Bedford,65.64,,915000,1279400,13939.67,2017,
Halifax,65.86,,160000,243370,2429.4,2017,
Franklin,65.88,,275000,214600,4174.26,2017,
Franklin,66,,55000,79200,833.33,2017,
Lee,66,,42000,28400,636.36,2017,
Caroline,66.12,,220000,190800,3327.49,2017,
Pittsylvania,66.12,,161267,132200,2439,2017,
Washington,66.3,,550000,563300,8295.63,2017,
Brunswick,66.32,,100000,85000,1507.84,2017,
Richmond,66.54,,165000,129748,2479.71,2017,
Pulaski,66.66,,42000,32500,630.06,2017,
Bedford,67,,225000,268000,3358.21,2017,
Frederick,67.06,,636000,566300,9484.51,2017,
Orange,67.08,,525000,623300,7826.48,2017,
Nottoway,67.22,,415000,331400,6173.67,2017,
Frederick,67.34,,530000,484900,7871.09,2017,
Halifax,67.35,,100000,102709,1484.78,2017,
Prince Edward,67.45,,90000,116200,1334.32,2017,
Culpeper,67.7,,250000,196500,3692.76,2017,
Bedford,67.8,,340000,415800,5014.75,2017,
Augusta,68.25,,350000,307100,5128.21,2017,
Washington,68.29,,84000,99900,1230.05,2017,
Augusta,68.37,,540000,376000,7898.2,2017,
Lunenburg,68.5,,399900,333700,5837.96,2017,
Highland,68.63,,460000,561100,6702.61,2017,
Highland,68.63,,460000,561100,6702.61,2017,
Giles,68.76,,68000,103100,988.95,2017,
Giles,68.8,,290000,421000,4215.3,2017,
Botetourt,68.91,,465000,461800,6748.32,2017,
Brunswick,69.07,,130000,104700,1882.15,2017,
Brunswick,69.08,,120000,104700,1737.12,2017,
Rockbridge,69.3,,217000,251400,3131.31,2017,
Lunenburg,69.32,,230000,204100,3317.95,2017,
Floyd,69.49,,139600,153700,2009.07,2017,
Patrick,69.52,,70000,98300,1006.97,2017,
Smyth,69.52,,124372,45600,1789.01,2017,
Northumberland,69.81,,85000,69800,1217.59,2017,
Charlotte,70.01,,189900,210786,2712.47,2017,
Fauquier,70.06,,825000,1124300,11774.97,2017,
Wythe,70.06,,245210,242400,3500,2017,
Alleghany,70.32,,152500,35600,2168.66,2017,
Northampton,70.6,,332000,486800,4702.55,2017,
Botetourt,70.67,,440000,398500,6226.12,2017,
Orange,70.76,,192837,143100,2725.38,2017,
Nottoway,70.86,,125000,74300,1764.04,2017,
Accomack,70.88,,425000,201000,5996.05,2017,
Accomack,70.88,,60000,36500,846.5,2017,
Fauquier,70.97,,535000,751500,7538.4,2017,
Pittsylvania,71,,135000,172700,1901.41,2017,
Frederick,71.1,,500000,459700,7032.29,2017,
Rappahannock,71.19,,310000,462700,4354.64,2017,
Dinwiddie,71.33,,125000,167500,1752.42,2017,
Brunswick,71.489,,100000,78500,1398.816601,2017,
Sussex,71.66,,180000,44000,2511.79,2017,
Buckingham,71.68,,181000,119800,,2017,
Greene,71.83,,950000,914600,13225.67,2017,
Halifax,71.84,,115000,167592,1600.78,2017,
Pittsylvania,72,,136800,153500,1900,2017,
Pittsylvania,72.22,,175000,207300,2423.15,2017,
Roanoke,72.27,,170000,147500,2352.29,2017,
Rappahannock,72.31,,250000,470000,3457.53,2017,
Campbell,72.53,,180000,52000,2481.68,2017,
Lunenburg,72.68,,491000,341600,6755.64,2017,
Westmoreland,72.75,,135000,60200,1855.67,2017,
Fauquier,72.89,,750000,874700,10288.9,2017,
Alleghany,73,,200000,164800,2739.73,2017,
Tazewell,73,,99900,93700,1368.49,2017,
Frederick,73.13,,240000,219400,3281.65,2017,
Campbell,73.38,,475900,386500,6485.42,2017,
Patrick,73.38,,86100,102700,1173.34,2017,
Nelson,73.4,,667000,472200,9087.19,2017,
Prince Edward,73.41,,80000,132100,1089.77,2017,
Floyd,73.42,,735000,419900,10010.35,2017,
Sussex,73.52,,170000,136900,2312.3,2017,
Madison,73.61,,460000,489400,6249.58,2017,
Charles City,73.73,,144000,142700,1953.07,2017,
Buckingham,74.63,,314000,288600,4207.42,2017,
Augusta,74.85,,303210,336900,4050.9,2017,
Patrick,74.87,,385000,319900,5142.59,2017,
Caroline,75,,230000,177500,3066.67,2017,
Culpeper,75,,550000,394700,7333.33,2017,
Cumberland,75,,300000,245430,4000,2017,
Fluvanna,75,,170000,300500,2266.67,2017,
Sussex,75,,121000,122800,1613.33,2017,
Chesterfield,75.1,,365000,275900,4857.6,2017,
Lunenburg,75.23,,385000,343400,5117.5,2017,
Richmond,75.28,,252500,222087,3354.06,2017,
Smyth,75.43,,302680,272000,4012.73,2017,
Bath,75.5,,130000,258900,1721.85,2017,
Alleghany,75.56,,207500,185800,2746.16,2017,
Mecklenburg,76.14,,212500,213000,2790.91,2017,
Hanover,76.52,,315000,315400,4116.73,2017,
Hanover,76.52,,315000,315400,4116.73,2017,
Louisa,76.6,,124605,189600,1626.76,2017,
Floyd,76.83,,107000,187500,1392.64,2017,
Dinwiddie,76.86,,225000,204900,2927.4,2017,
Lunenburg,76.97,,192000,217800,2494.61,2017,
Fluvanna,77.19,,280000,266600,3627.41,2017,
Patrick,77.28,,180000,164600,2329.19,2017,
Cumberland,77.29,,540000,451610,6986.58,2017,
Wythe,77.31,,275000,243465,3557.06,2017,
Albemarle,77.63,,260000,211400,3349.22,2017,
Southampton,78.11,,160000,157600,2048.39,2017,
Cumberland,78.4,,60000,75260,765.31,2017,
Frederick,78.65,,550000,495000,6993.36,2017,
King & Queen,78.75,,260000,316200,3301.59,2017,
Rockingham,78.86,,550076,474100,6974.99,2017,
Pittsylvania,78.87,,185000,156900,2345.63,2017,
Greene,78.99,,787500,919500,9969.62,2017,
Patrick,79.04,,110655,99600,1400,2017,
Campbell,79.5,,150000,135200,1886.79,2017,
Buckingham,79.67,,475000,326400,5962.09,2017,
Dinwiddie,79.79,,1232000,900300,15440.53,2017,
Albemarle,79.84,,450000,387800,5636.27,2017,
Pittsylvania,79.99,,140000,148000,1750.22,2017,
Frederick,80,,465000,388500,5812.5,2017,
Nelson,80,,148000,240000,1850,2017,
Rockingham,80,,270000,270300,3375,2017,
Pulaski,80.2,,48000,68200,598.5,2017,
Henry,80.53,,200000,99200,2483.64,2017,
Bath,80.72,,390000,362200,4831.52,2017,
Greene,80.72,,1200000,1013500,14866.2,2017,
Louisa,80.76,,294000,272000,3640.42,2017,
Franklin,80.82,,343000,348600,4244,2017,
Culpeper,80.91,,360000,519300,4449.55,2017,
Pittsylvania,80.96,,130000,190400,1605.79,2017,
Lunenburg,81,,100000,116100,1234.57,2017,
Floyd,81.01,,315000,202500,3888.6,2017,
Pittsylvania,81.08,,100000,160000,1233.38,2017,
Amherst,81.1,,464000,424900,5721.33,2017,
Halifax,81.27,,80000,100102,984.37,2017,
Bland,81.32,,185000,195500,2274.96,2017,
Lee,81.4,,55000,48800,675.68,2017,
Washington,81.81,,435400,409100,5322.02,2017,
Bedford,81.92,,215000,214300,2624.51,2017,
King William,81.92,,400000,281700,4882.81,2017,
Patrick,82,,130000,246000,1585.37,2017,
Caroline,82.1,,157000,205300,1912.3,2017,
Patrick,82.14,,150000,152000,1826.11,2017,
Campbell,82.28,,200000,189700,2430.72,2017,
Louisa,82.58,,107347,107300,1299.99,2017,
Brunswick,83,,83000,68700,1000,2017,
Rockbridge,83.17,,435000,773400,5230.25,2017,
Albemarle,83.81,,997000,1253600,11895.96,2017,
Rockbridge,84.21,,200000,294700,2375.01,2017,
Pittsylvania,84.33,,216000,198500,2561.49,2017,
Lunenburg,84.51,,709830,328600,8399.36,2017,
Pittsylvania,84.9,,100000,130400,1177.83,2017,
Madison,85,,450000,535500,5294.12,2017,
Halifax,85.2,,55000,107245,645.54,2017,
King George,85.38,,320000,287300,3747.95,2017,
Pittsylvania,85.47,,125000,281800,1462.5,2017,
Washington,85.7,,271000,203600,3162.19,2017,
Bedford,85.79,,185000,214500,2156.48,2017,
Frederick,86.06,,361452,211900,4200.21,2017,
Nelson,86.34,,635000,760400,7354.64,2017,
Clarke,86.39,,1075000,1181000,12442.92,2017,
Prince Edward,86.4,,110000,172800,1273.15,2017,
Albemarle,86.7,,189900,195100,2190.31,2017,
King & Queen,86.75,,385000,401100,4438.04,2017,
Montgomery,86.8,,155000,130200,1785.71,2017,
Pulaski,86.89,,245000,314800,2819.66,2017,
Caroline,86.94,,238000,260800,2737.53,2017,
Southampton,86.95,,245116,205600,2819.05,2017,
Floyd,87,,100000,87000,1149.43,2017,
Highland,87.04,,135000,174100,1551.01,2017,
Highland,87.04,,135000,174100,1551.01,2017,
Fauquier,87.48,,829900,726100,9486.53,2017,
Halifax,88,,240000,216606,2727.27,2017,
Bedford,88.23,,330000,391200,3740.05,2017,
Bland,88.45,,239700,195700,2709.88,2017,
Campbell,88.5,,78000,78600,881.36,2017,
Bland,88.82,,329900,319900,3714.25,2017,
Northumberland,89.06,,165000,170200,1852.68,2017,
Alleghany,89.39,,130000,156600,1454.3,2017,
Cumberland,89.48,,225000,161060,2514.67,2017,
Tazewell,89.87,,124500,111600,1385.33,2017,
Campbell,90,,89000,145800,988.89,2017,
Floyd,90,,555500,593000,6172.22,2017,
Floyd,90,,175000,171500,1944.44,2017,
Lunenburg,90,,210000,195200,2333.33,2017,
Rockbridge,90,,166000,288300,1844.44,2017,
King William,90.03,,1100000,1027800,12218.15,2017,
Bedford,90.33,,375000,589900,4151.63,2017,
Accomack,90.5,,450000,239500,4972.38,2017,
Pittsylvania,90.5,,105000,162900,1160.22,2017,
Wythe,90.54,,326000,150100,3600.46,2017,
Appomattox,90.73,,130000,138600,1432.87,2017,
Franklin,91,,144000,232000,1582.42,2017,
King & Queen,91.11,,495000,690400,5433.23,2017,
Louisa,91.18,,486000,324100,5330.12,2017,
Rockingham,91.6,,655000,594800,7150.73,2017,
Lunenburg,91.67,,115000,136300,1254.5,2017,
Giles,92,,156400,73600,1700,2017,
King William,92.1,,335000,311500,3637.35,2017,
Rockingham,92.36,,400000,415600,4331.07,2017,
Bedford,92.45,,184902,361600,2000,2017,
Pittsylvania,92.7,,180000,170900,1941.75,2017,
Buckingham,92.99,,205000,93000,2204.54,2017,
Buckingham,92.99,,150000,93000,1613.08,2017,
Fluvanna,93.3,,170000,279900,1822.08,2017,
Bedford,93.33,,351546,466800,3766.66,2017,
Nottoway,93.47,,189274,77100,2024.99,2017,
Brunswick,93.98,,127000,99400,1351.42,2017,
Botetourt,94,,250000,246400,2659.57,2017,
Gloucester,94,,875000,741930,9308.51,2017,
Lunenburg,94,,200000,198900,2127.66,2017,
Bedford,94.13,,525000,631800,5577.57,2017,
Henry,94.2,,145000,125800,1539.28,2017,
Henry,94.2,,145000,125800,1539.28,2017,
Bath,94.36,,535000,754900,5669.78,2017,
Campbell,94.87,,194250,198300,2047.54,2017,
Rockingham,94.94,,325000,289300,3423.29,2017,
Giles,95,,144500,59500,1521.05,2017,
Louisa,95,,294488,459000,3100,2017,
Wythe,95,,375000,401900,3947.37,2017,
Mecklenburg,95.29,,260000,213700,2728.51,2017,
Cumberland,95.5,,388000,401590,4062.83,2017,
Louisa,96.12,,240000,257300,2496.88,2017,
Hanover,96.81,,450000,413800,4648.28,2017,
Hanover,96.81,,450000,413800,4648.28,2017,
Washington,96.88,,350000,281000,3612.72,2017,
Buchanan,97,,45000,67500,463.92,2017,
Richmond,97,,220000,176600,2268.04,2017,
King & Queen,97.3,,165000,223700,1695.79,2017,
Shenandoah,98,,330000,361300,3367.35,2017,
Buckingham,98.44,,400000,240000,4063.39,2017,
Buckingham,98.44,,280050,238900,2844.88,2017,
Lancaster,98.86,,125000,76900,1264.41,2017,
Nelson,99,,250000,247500,2525.25,2017,
King William,99.07,,220000,261900,2220.65,2017,
Buckingham,99.43,,365000,291300,,2017,
Fluvanna,99.9,,1050000,757100,10510.51,2017,
Louisa,99.93,,370000,386400,3702.63,2017,
Campbell,100,,285000,178100,2850,2017,
Dinwiddie,100,,197000,166000,1970,2017,
Westmoreland,100,,130000,133800,1300,2017,
Buckingham,100.46,,170000,162400,1692.22,2017,
Campbell,100.53,,164300,174200,1634.27,2017,
Rockbridge,100.62,,176000,301500,1749.21,2017,
Rockbridge,100.74,,240000,350600,2382.37,2017,
Brunswick,100.95,,101000,112400,1000.5,2017,
Pittsylvania,100.95,,290000,201900,2872.71,2017,
Montgomery,101.15,,95000,112200,939.17,2017,
Chesterfield,101.5,,406000,310500,3998.35,2017,
Rockbridge,101.5,,250000,233000,2463.05,2017,
Caroline,101.6,,450000,372700,4429.13,2017,
Mecklenburg,101.74,,41000,45800,402.99,2017,
Tazewell,101.96,,100000,150800,980.82,2017,
Essex,102.2,,262500,247000,2568.49,2017,
Surry,102.5,,255000,184500,2487.8,2017,
Pittsylvania,102.68,,240000,223700,2337.27,2017,
Campbell,103,,150000,234800,1456.31,2017,
Loudoun,104.08,,1300000,1211440,12490.39,2017,
Caroline,104.17,,186000,196300,1785.54,2017,
Franklin,104.29,,240000,333100,2301.28,2017,
Albemarle,104.5,,122000,154700,1167.46,2017,
Smyth,104.6,,439320,523000,4200,2017,
Halifax,104.61,,229000,134542,2189.08,2017,
Prince Edward,104.69,,200000,104700,1910.4,2017,
Campbell,104.79,,950000,907000,9065.75,2017,
Albemarle,104.93,,380000,500500,3621.46,2017,
Augusta,104.96,,510660,588200,4865.28,2017,
King William,105.2,,157800,235300,1500,2017,
Patrick,105.28,,335000,334400,3181.99,2017,
Amelia,105.64,,216250,120000,2047.05,2017,
Floyd,105.67,,287500,316900,2720.79,2017,
Buckingham,105.95,,341250,379200,3220.86,2017,
Amelia,106.29,,277000,225200,2606.15,2017,
Spotsylvania,106.37,,277479,325900,2608.62,2017,
Fluvanna,106.57,,645000,442200,6052.47,2017,
Franklin,106.97,,200000,339900,1869.68,2017,
Floyd,106.98,,560000,612400,5234.48,2017,
Clarke,107.33,,740000,861400,6894.37,2017,
Buckingham,107.34,,380000,260100,3540.15,2017,
Southampton,107.65,,231894,190300,2154.15,2017,
Floyd,108.02,,262000,400700,2425.48,2017,
Nelson,108.5,,325000,396200,2995.39,2017,
Northampton,108.56,,400000,254300,3684.6,2017,
Halifax,108.91,,277000,302204,2543.38,2017,
Amelia,109,,100000,76300,917.43,2017,
Essex,109,,135000,208300,1238.53,2017,
Rockingham,109,,350000,307800,3211.07,2017,
Amherst,110.1,,190575,320900,1730.93,2017,
Buckingham,110.8,,192000,217600,1732.85,2017,
Frederick,110.89,,360000,405200,3246.46,2017,
Buckingham,110.98,,162000,190300,1459.72,2017,
Patrick,111.95,,330000,303200,2947.69,2017,
Fauquier,112.66,,532000,603700,4722.11,2017,
Westmoreland,112.78,,225000,350700,1995.03,2017,
Chesapeake,112.84,,450000,310100,3987.95,2017,
Amelia,113.4,,183428,132700,1617.53,2017,
Mecklenburg,113.67,,363000,210500,3193.45,2017,
Mecklenburg,114.09,,360000,362500,3155.4,2017,
Wythe,114.25,,315000,350500,2757.11,2017,
Halifax,114.27,,135000,153352,1181.41,2017,
Patrick,114.31,,225000,239000,1968.33,2017,
New Kent,114.44,,275000,430100,2403.01,2017,
King William,114.84,,920000,1205700,8011.15,2017,
Lunenburg,115,,229000,157800,1991.3,2017,
Surry,115,,189000,171200,1643.48,2017,
Amelia,115.92,,285000,228700,2458.7,2017,
Frederick,116.17,,750000,395000,6456.22,2017,
King William,116.29,,183000,186100,1573.65,2017,
Mecklenburg,116.41,,204000,201200,1752.43,2017,
Cumberland,117,,272096,305470,2325.61,2017,
Loudoun,117.38,,1450000,1529700,12353.04,2017,
Bedford,118.24,,42000,36500,355.21,2017,
Amherst,118.33,,500000,700600,4225.47,2017,
Spotsylvania,118.63,,325000,389800,2739.61,2017,
Westmoreland,118.94,,450000,501600,3783.42,2017,
