"","GEOID","NAME","variable","estimate","moe","year"
"887","51177","Spotsylvania County, Virginia","B25001_001",46263,76,2016
"888","51179","Stafford County, Virginia","B25001_001",46427,389,2016
"889","51181","Surry County, Virginia","B25001_001",3502,20,2016
"890","51183","Sussex County, Virginia","B25001_001",4588,541,2016
"891","51185","Tazewell County, Virginia","B25001_001",20656,93,2016
"892","51187","Warren County, Virginia","B25001_001",16146,74,2016
"893","51191","Washington County, Virginia","B25001_001",25723,102,2016
"894","51193","Westmoreland County, Virginia","B25001_001",10794,43,2016
"895","51195","Wise County, Virginia","B25001_001",17815,97,2016
"896","51197","Wythe County, Virginia","B25001_001",14177,53,2016
"897","51199","York County, Virginia","B25001_001",27331,168,2016
"898","51510","Alexandria city, Virginia","B25001_001",75087,172,2016
"899","51520","Bristol city, Virginia","B25001_001",8818,62,2016
"900","51530","Buena Vista city, Virginia","B25001_001",2923,68,2016
"901","51540","Charlottesville city, Virginia","B25001_001",20134,102,2016
"902","51550","Chesapeake city, Virginia","B25001_001",87807,260,2016
"903","51570","Colonial Heights city, Virginia","B25001_001",7806,64,2016
"904","51580","Covington city, Virginia","B25001_001",3035,30,2016
"905","51590","Danville city, Virginia","B25001_001",22337,121,2016
"906","51595","Emporia city, Virginia","B25001_001",2446,184,2016
"907","51600","Fairfax city, Virginia","B25001_001",8801,67,2016
"908","51610","Falls Church city, Virginia","B25001_001",5709,20,2016
"909","51620","Franklin city, Virginia","B25001_001",3879,41,2016
"910","51630","Fredericksburg city, Virginia","B25001_001",11387,239,2016
"911","51640","Galax city, Virginia","B25001_001",3404,248,2016
"912","51650","Hampton city, Virginia","B25001_001",60271,246,2016
"913","51660","Harrisonburg city, Virginia","B25001_001",18039,173,2016
"914","51670","Hopewell city, Virginia","B25001_001",10279,61,2016
"915","51678","Lexington city, Virginia","B25001_001",2138,240,2016
"916","51680","Lynchburg city, Virginia","B25001_001",32324,266,2016
"917","51683","Manassas city, Virginia","B25001_001",13385,42,2016
"918","51685","Manassas Park city, Virginia","B25001_001",4892,28,2016
"919","51690","Martinsville city, Virginia","B25001_001",7159,47,2016
"920","51700","Newport News city, Virginia","B25001_001",77494,334,2016
"921","51710","Norfolk city, Virginia","B25001_001",96631,838,2016
"922","51720","Norton city, Virginia","B25001_001",1958,157,2016
"923","51730","Petersburg city, Virginia","B25001_001",16484,102,2016
"924","51735","Poquoson city, Virginia","B25001_001",4758,33,2016
"925","51740","Portsmouth city, Virginia","B25001_001",41046,188,2016
"926","51750","Radford city, Virginia","B25001_001",6526,238,2016
"927","51760","Richmond city, Virginia","B25001_001",99883,289,2016
"928","51770","Roanoke city, Virginia","B25001_001",47331,164,2016
"929","51775","Salem city, Virginia","B25001_001",10871,144,2016
"930","51790","Staunton city, Virginia","B25001_001",11793,123,2016
"931","51800","Suffolk city, Virginia","B25001_001",34897,114,2016
"932","51810","Virginia Beach city, Virginia","B25001_001",182016,469,2016
"933","51820","Waynesboro city, Virginia","B25001_001",9946,39,2016
"934","51830","Williamsburg city, Virginia","B25001_001",5078,149,2016
"935","51840","Winchester city, Virginia","B25001_001",11908,91,2016
"936","51001","Accomack County, Virginia","B25001_001",21243,245,2017
"937","51003","Albemarle County, Virginia","B25001_001",44391,443,2017
"938","51005","Alleghany County, Virginia","B25001_001",8047,83,2017
"939","51007","Amelia County, Virginia","B25001_001",5505,31,2017
"940","51009","Amherst County, Virginia","B25001_001",14138,89,2017
"941","51011","Appomattox County, Virginia","B25001_001",7201,36,2017
"942","51013","Arlington County, Virginia","B25001_001",111646,300,2017
"943","51015","Augusta County, Virginia","B25001_001",32153,200,2017
"944","51017","Bath County, Virginia","B25001_001",3353,239,2017
"945","51019","Bedford County, Virginia","B25001_001",36313,74,2017
"946","51021","Bland County, Virginia","B25001_001",3292,300,2017
"947","51023","Botetourt County, Virginia","B25001_001",14769,66,2017
"948","51025","Brunswick County, Virginia","B25001_001",8224,81,2017
"949","51027","Buchanan County, Virginia","B25001_001",11579,76,2017
"950","51029","Buckingham County, Virginia","B25001_001",7365,70,2017
"951","51031","Campbell County, Virginia","B25001_001",25570,70,2017
"952","51033","Caroline County, Virginia","B25001_001",12107,371,2017
"953","51035","Carroll County, Virginia","B25001_001",16745,56,2017
"954","51036","Charles City County, Virginia","B25001_001",3323,45,2017
"955","51037","Charlotte County, Virginia","B25001_001",6330,24,2017
"956","51041","Chesterfield County, Virginia","B25001_001",127750,211,2017
"957","51043","Clarke County, Virginia","B25001_001",6286,41,2017
"958","51045","Craig County, Virginia","B25001_001",2912,179,2017
"959","51047","Culpeper County, Virginia","B25001_001",18307,95,2017
"960","51049","Cumberland County, Virginia","B25001_001",4694,16,2017
"961","51051","Dickenson County, Virginia","B25001_001",7587,71,2017
"962","51053","Dinwiddie County, Virginia","B25001_001",11655,106,2017
"963","51057","Essex County, Virginia","B25001_001",5833,24,2017
"964","51059","Fairfax County, Virginia","B25001_001",411223,318,2017
"965","51061","Fauquier County, Virginia","B25001_001",26413,82,2017
"966","51063","Floyd County, Virginia","B25001_001",7981,42,2017
"967","51065","Fluvanna County, Virginia","B25001_001",10763,63,2017
"968","51067","Franklin County, Virginia","B25001_001",29767,110,2017
"969","51069","Frederick County, Virginia","B25001_001",33091,152,2017
"970","51071","Giles County, Virginia","B25001_001",8346,58,2017
"971","51073","Gloucester County, Virginia","B25001_001",16334,58,2017
"972","51075","Goochland County, Virginia","B25001_001",9040,72,2017
"973","51077","Grayson County, Virginia","B25001_001",9218,190,2017
"974","51079","Greene County, Virginia","B25001_001",8091,33,2017
"975","51081","Greensville County, Virginia","B25001_001",4169,98,2017
"976","51083","Halifax County, Virginia","B25001_001",18168,92,2017
"977","51085","Hanover County, Virginia","B25001_001",40325,111,2017
"978","51087","Henrico County, Virginia","B25001_001",135397,150,2017
"979","51089","Henry County, Virginia","B25001_001",26243,98,2017
"980","51091","Highland County, Virginia","B25001_001",2069,114,2017
"981","51093","Isle of Wight County, Virginia","B25001_001",15358,67,2017
"982","51095","James City County, Virginia","B25001_001",32357,112,2017
"983","51097","King and Queen County, Virginia","B25001_001",3477,14,2017
"984","51099","King George County, Virginia","B25001_001",9925,69,2017
"985","51101","King William County, Virginia","B25001_001",6760,37,2017
"986","51103","Lancaster County, Virginia","B25001_001",7581,54,2017
"987","51105","Lee County, Virginia","B25001_001",11782,162,2017
"988","51107","Loudoun County, Virginia","B25001_001",126162,160,2017
"989","51109","Louisa County, Virginia","B25001_001",17021,47,2017
"990","51111","Lunenburg County, Virginia","B25001_001",5981,58,2017
"991","51113","Madison County, Virginia","B25001_001",6027,39,2017
"992","51115","Mathews County, Virginia","B25001_001",5736,31,2017
"993","51117","Mecklenburg County, Virginia","B25001_001",18877,82,2017
"994","51119","Middlesex County, Virginia","B25001_001",7285,36,2017
"995","51121","Montgomery County, Virginia","B25001_001",39571,319,2017
"996","51125","Nelson County, Virginia","B25001_001",10087,38,2017
"997","51127","New Kent County, Virginia","B25001_001",8071,69,2017
"998","51131","Northampton County, Virginia","B25001_001",7384,61,2017
"999","51133","Northumberland County, Virginia","B25001_001",9203,30,2017
"1000","51135","Nottoway County, Virginia","B25001_001",6749,154,2017
"1001","51137","Orange County, Virginia","B25001_001",14976,81,2017
"1002","51139","Page County, Virginia","B25001_001",11702,57,2017
"1003","51141","Patrick County, Virginia","B25001_001",10176,67,2017
"1004","51143","Pittsylvania County, Virginia","B25001_001",31622,102,2017
"1005","51145","Powhatan County, Virginia","B25001_001",10556,92,2017
"1006","51147","Prince Edward County, Virginia","B25001_001",9383,362,2017
"1007","51149","Prince George County, Virginia","B25001_001",12336,202,2017
"1008","51153","Prince William County, Virginia","B25001_001",145961,195,2017
"1009","51155","Pulaski County, Virginia","B25001_001",17289,89,2017
"1010","51157","Rappahannock County, Virginia","B25001_001",3945,23,2017
"1011","51159","Richmond County, Virginia","B25001_001",3916,110,2017
"1012","51161","Roanoke County, Virginia","B25001_001",40694,152,2017
"1013","51163","Rockbridge County, Virginia","B25001_001",11352,48,2017
"1014","51165","Rockingham County, Virginia","B25001_001",34891,132,2017
"1015","51167","Russell County, Virginia","B25001_001",13543,65,2017
"1016","51169","Scott County, Virginia","B25001_001",11939,87,2017
"1017","51171","Shenandoah County, Virginia","B25001_001",21130,75,2017
"1018","51173","Smyth County, Virginia","B25001_001",15405,92,2017
"1019","51175","Southampton County, Virginia","B25001_001",7592,87,2017
"1020","51177","Spotsylvania County, Virginia","B25001_001",46594,100,2017
"1021","51179","Stafford County, Virginia","B25001_001",47345,174,2017
"1022","51181","Surry County, Virginia","B25001_001",3545,18,2017
"1023","51183","Sussex County, Virginia","B25001_001",4145,613,2017
"1024","51185","Tazewell County, Virginia","B25001_001",20788,94,2017
"1025","51187","Warren County, Virginia","B25001_001",16188,73,2017
"1026","51191","Washington County, Virginia","B25001_001",25911,110,2017
"1027","51193","Westmoreland County, Virginia","B25001_001",10860,59,2017
"1028","51195","Wise County, Virginia","B25001_001",17929,119,2017
"1029","51197","Wythe County, Virginia","B25001_001",14318,78,2017
"1030","51199","York County, Virginia","B25001_001",27497,197,2017
"1031","51510","Alexandria city, Virginia","B25001_001",75489,126,2017
"1032","51520","Bristol city, Virginia","B25001_001",8757,46,2017
"1033","51530","Buena Vista city, Virginia","B25001_001",2895,82,2017
"1034","51540","Charlottesville city, Virginia","B25001_001",20334,156,2017
"1035","51550","Chesapeake city, Virginia","B25001_001",88856,300,2017
"1036","51570","Colonial Heights city, Virginia","B25001_001",7754,78,2017
"1037","51580","Covington city, Virginia","B25001_001",3018,31,2017
"1038","51590","Danville city, Virginia","B25001_001",22206,101,2017
"1039","51595","Emporia city, Virginia","B25001_001",2355,184,2017
"1040","51600","Fairfax city, Virginia","B25001_001",8843,68,2017
"1041","51610","Falls Church city, Virginia","B25001_001",5805,29,2017
"1042","51620","Franklin city, Virginia","B25001_001",3860,43,2017
"1043","51630","Fredericksburg city, Virginia","B25001_001",11545,163,2017
"1044","51640","Galax city, Virginia","B25001_001",3484,280,2017
"1045","51650","Hampton city, Virginia","B25001_001",60092,199,2017
"1046","51660","Harrisonburg city, Virginia","B25001_001",18154,193,2017
"1047","51670","Hopewell city, Virginia","B25001_001",10271,60,2017
"1048","51678","Lexington city, Virginia","B25001_001",2248,268,2017
"1049","51680","Lynchburg city, Virginia","B25001_001",32309,280,2017
"1050","51683","Manassas city, Virginia","B25001_001",13451,49,2017
"1051","51685","Manassas Park city, Virginia","B25001_001",4895,18,2017
"1052","51690","Martinsville city, Virginia","B25001_001",7105,86,2017
"1053","51700","Newport News city, Virginia","B25001_001",77442,304,2017
"1054","51710","Norfolk city, Virginia","B25001_001",96700,616,2017
"1055","51720","Norton city, Virginia","B25001_001",1922,167,2017
"1056","51730","Petersburg city, Virginia","B25001_001",16385,94,2017
"1057","51735","Poquoson city, Virginia","B25001_001",4775,47,2017
"1058","51740","Portsmouth city, Virginia","B25001_001",40889,224,2017
"1059","51750","Radford city, Virginia","B25001_001",6507,214,2017
"1060","51760","Richmond city, Virginia","B25001_001",99737,321,2017
"1061","51770","Roanoke city, Virginia","B25001_001",47083,173,2017
"1062","51775","Salem city, Virginia","B25001_001",10838,157,2017
"1063","51790","Staunton city, Virginia","B25001_001",11782,132,2017
"1064","51800","Suffolk city, Virginia","B25001_001",35591,97,2017
"1065","51810","Virginia Beach city, Virginia","B25001_001",182723,402,2017
"1066","51820","Waynesboro city, Virginia","B25001_001",9956,39,2017
"1067","51830","Williamsburg city, Virginia","B25001_001",5132,195,2017
"1068","51840","Winchester city, Virginia","B25001_001",11855,107,2017
"1069","51001","Accomack County, Virginia","B25001_001",21251,192,2018
"1070","51003","Albemarle County, Virginia","B25001_001",44886,476,2018
"1071","51005","Alleghany County, Virginia","B25001_001",8034,76,2018
"1072","51007","Amelia County, Virginia","B25001_001",5543,36,2018
"1073","51009","Amherst County, Virginia","B25001_001",14167,86,2018
"1074","51011","Appomattox County, Virginia","B25001_001",7264,41,2018
"1075","51013","Arlington County, Virginia","B25001_001",113084,316,2018
"1076","51015","Augusta County, Virginia","B25001_001",32345,276,2018
"1077","51017","Bath County, Virginia","B25001_001",3302,276,2018
"1078","51019","Bedford County, Virginia","B25001_001",36565,73,2018
"1079","51021","Bland County, Virginia","B25001_001",3312,94,2018
"1080","51023","Botetourt County, Virginia","B25001_001",14814,75,2018
"1081","51025","Brunswick County, Virginia","B25001_001",8221,72,2018
"1082","51027","Buchanan County, Virginia","B25001_001",11584,73,2018
"1083","51029","Buckingham County, Virginia","B25001_001",7400,74,2018
"1084","51031","Campbell County, Virginia","B25001_001",25754,71,2018
"1085","51033","Caroline County, Virginia","B25001_001",12176,385,2018
"1086","51035","Carroll County, Virginia","B25001_001",16741,52,2018
"1087","51036","Charles City County, Virginia","B25001_001",3353,28,2018
"1088","51037","Charlotte County, Virginia","B25001_001",6338,29,2018
"1089","51041","Chesterfield County, Virginia","B25001_001",129208,226,2018
"1090","51043","Clarke County, Virginia","B25001_001",6317,42,2018
"1091","51045","Craig County, Virginia","B25001_001",2883,170,2018
"1092","51047","Culpeper County, Virginia","B25001_001",18499,84,2018
"1093","51049","Cumberland County, Virginia","B25001_001",4709,16,2018
"1094","51051","Dickenson County, Virginia","B25001_001",7588,83,2018
"1095","51053","Dinwiddie County, Virginia","B25001_001",11715,97,2018
"1096","51057","Essex County, Virginia","B25001_001",5847,27,2018
"1097","51059","Fairfax County, Virginia","B25001_001",412574,333,2018
"1098","51061","Fauquier County, Virginia","B25001_001",26635,79,2018
"1099","51063","Floyd County, Virginia","B25001_001",8009,44,2018
"1100","51065","Fluvanna County, Virginia","B25001_001",10841,67,2018
"1101","51067","Franklin County, Virginia","B25001_001",29847,105,2018
"1102","51069","Frederick County, Virginia","B25001_001",33594,115,2018
"1103","51071","Giles County, Virginia","B25001_001",8356,59,2018
"1104","51073","Gloucester County, Virginia","B25001_001",16465,49,2018
"1105","51075","Goochland County, Virginia","B25001_001",9177,101,2018
"1106","51077","Grayson County, Virginia","B25001_001",9222,264,2018
"1107","51079","Greene County, Virginia","B25001_001",8185,41,2018
"1108","51081","Greensville County, Virginia","B25001_001",4179,105,2018
"1109","51083","Halifax County, Virginia","B25001_001",18199,82,2018
"1110","51085","Hanover County, Virginia","B25001_001",40846,100,2018
"1111","51087","Henrico County, Virginia","B25001_001",136199,157,2018
"1112","51089","Henry County, Virginia","B25001_001",26223,80,2018
"1113","51091","Highland County, Virginia","B25001_001",2039,87,2018
"1114","51093","Isle of Wight County, Virginia","B25001_001",15511,61,2018
"1115","51095","James City County, Virginia","B25001_001",32838,110,2018
"1116","51097","King and Queen County, Virginia","B25001_001",3497,39,2018
"1117","51099","King George County, Virginia","B25001_001",9997,44,2018
"1118","51101","King William County, Virginia","B25001_001",6873,44,2018
"1119","51103","Lancaster County, Virginia","B25001_001",7611,33,2018
"1120","51105","Lee County, Virginia","B25001_001",11784,162,2018
"1121","51107","Loudoun County, Virginia","B25001_001",129728,143,2018
"1122","51109","Louisa County, Virginia","B25001_001",17218,56,2018
"1123","51111","Lunenburg County, Virginia","B25001_001",5984,56,2018
"1124","51113","Madison County, Virginia","B25001_001",6053,46,2018
"1125","51115","Mathews County, Virginia","B25001_001",5745,40,2018
"1126","51117","Mecklenburg County, Virginia","B25001_001",18931,101,2018
"1127","51119","Middlesex County, Virginia","B25001_001",7311,44,2018
"1128","51121","Montgomery County, Virginia","B25001_001",39918,227,2018
"1129","51125","Nelson County, Virginia","B25001_001",10117,46,2018
"1130","51127","New Kent County, Virginia","B25001_001",8268,73,2018
"1131","51131","Northampton County, Virginia","B25001_001",7397,41,2018
"1132","51133","Northumberland County, Virginia","B25001_001",9239,20,2018
"1133","51135","Nottoway County, Virginia","B25001_001",6762,153,2018
"1134","51137","Orange County, Virginia","B25001_001",15061,70,2018
"1135","51139","Page County, Virginia","B25001_001",11719,42,2018
"1136","51141","Patrick County, Virginia","B25001_001",10205,73,2018
"1137","51143","Pittsylvania County, Virginia","B25001_001",31664,99,2018
"1138","51145","Powhatan County, Virginia","B25001_001",10724,109,2018
"1139","51147","Prince Edward County, Virginia","B25001_001",9415,255,2018
"1140","51149","Prince George County, Virginia","B25001_001",12415,150,2018
"1141","51153","Prince William County, Virginia","B25001_001",147480,227,2018
"1142","51155","Pulaski County, Virginia","B25001_001",17297,100,2018
"1143","51157","Rappahannock County, Virginia","B25001_001",3955,35,2018
"1144","51159","Richmond County, Virginia","B25001_001",3943,109,2018
"1145","51161","Roanoke County, Virginia","B25001_001",40800,132,2018
"1146","51163","Rockbridge County, Virginia","B25001_001",11403,45,2018
"1147","51165","Rockingham County, Virginia","B25001_001",35184,113,2018
"1148","51167","Russell County, Virginia","B25001_001",13537,62,2018
"1149","51169","Scott County, Virginia","B25001_001",11940,86,2018
"1150","51171","Shenandoah County, Virginia","B25001_001",21158,57,2018
"1151","51173","Smyth County, Virginia","B25001_001",15410,115,2018
"1152","51175","Southampton County, Virginia","B25001_001",7592,132,2018
"1153","51177","Spotsylvania County, Virginia","B25001_001",47013,75,2018
"1154","51179","Stafford County, Virginia","B25001_001",48330,184,2018
"1155","51181","Surry County, Virginia","B25001_001",3561,18,2018
"1156","51183","Sussex County, Virginia","B25001_001",4768,435,2018
"1157","51185","Tazewell County, Virginia","B25001_001",20770,87,2018
"1158","51187","Warren County, Virginia","B25001_001",16277,67,2018
"1159","51191","Washington County, Virginia","B25001_001",25933,120,2018
"1160","51193","Westmoreland County, Virginia","B25001_001",10895,51,2018
"1161","51195","Wise County, Virginia","B25001_001",17957,126,2018
"1162","51197","Wythe County, Virginia","B25001_001",14317,67,2018
"1163","51199","York County, Virginia","B25001_001",27646,194,2018
"1164","51510","Alexandria city, Virginia","B25001_001",76105,129,2018
"1165","51520","Bristol city, Virginia","B25001_001",8737,45,2018
"1166","51530","Buena Vista city, Virginia","B25001_001",2878,74,2018
"1167","51540","Charlottesville city, Virginia","B25001_001",20499,134,2018
"1168","51550","Chesapeake city, Virginia","B25001_001",89882,298,2018
"1169","51570","Colonial Heights city, Virginia","B25001_001",7752,39,2018
"1170","51580","Covington city, Virginia","B25001_001",3006,31,2018
"1171","51590","Danville city, Virginia","B25001_001",22151,114,2018
"1172","51595","Emporia city, Virginia","B25001_001",2401,188,2018
"1173","51600","Fairfax city, Virginia","B25001_001",8906,61,2018
"1174","51610","Falls Church city, Virginia","B25001_001",5901,21,2018
"1175","51620","Franklin city, Virginia","B25001_001",3852,43,2018
"1176","51630","Fredericksburg city, Virginia","B25001_001",11589,166,2018
"1177","51640","Galax city, Virginia","B25001_001",3367,197,2018
"1178","51650","Hampton city, Virginia","B25001_001",60124,206,2018
"1179","51660","Harrisonburg city, Virginia","B25001_001",18186,185,2018
"1180","51670","Hopewell city, Virginia","B25001_001",10275,69,2018
"1181","51678","Lexington city, Virginia","B25001_001",2312,281,2018
"1182","51680","Lynchburg city, Virginia","B25001_001",32364,305,2018
"1183","51683","Manassas city, Virginia","B25001_001",13583,39,2018
"1184","51685","Manassas Park city, Virginia","B25001_001",4884,21,2018
"1185","51690","Martinsville city, Virginia","B25001_001",7090,73,2018
"1186","51700","Newport News city, Virginia","B25001_001",77664,350,2018
"1187","51710","Norfolk city, Virginia","B25001_001",97257,560,2018
"1188","51720","Norton city, Virginia","B25001_001",2040,196,2018
"1189","51730","Petersburg city, Virginia","B25001_001",16377,80,2018
"1190","51735","Poquoson city, Virginia","B25001_001",4785,35,2018
"1191","51740","Portsmouth city, Virginia","B25001_001",40895,257,2018
"1192","51750","Radford city, Virginia","B25001_001",6525,198,2018
"1193","51760","Richmond city, Virginia","B25001_001",100119,328,2018
"1194","51770","Roanoke city, Virginia","B25001_001",47056,143,2018
"1195","51775","Salem city, Virginia","B25001_001",10852,154,2018
"1196","51790","Staunton city, Virginia","B25001_001",11814,126,2018
"1197","51800","Suffolk city, Virginia","B25001_001",36213,113,2018
"1198","51810","Virginia Beach city, Virginia","B25001_001",183906,455,2018
"1199","51820","Waynesboro city, Virginia","B25001_001",10013,52,2018
"1200","51830","Williamsburg city, Virginia","B25001_001",5194,148,2018
"1201","51840","Winchester city, Virginia","B25001_001",11896,103,2018
"1202","51001","Accomack County, Virginia","B25001_001",21273,211,2019
"1203","51003","Albemarle County, Virginia","B25001_001",45520,402,2019
"1204","51005","Alleghany County, Virginia","B25001_001",8027,72,2019
"1205","51007","Amelia County, Virginia","B25001_001",5591,43,2019
"1206","51009","Amherst County, Virginia","B25001_001",14190,85,2019
"1207","51011","Appomattox County, Virginia","B25001_001",7314,42,2019
"1208","51013","Arlington County, Virginia","B25001_001",114779,284,2019
"1209","51015","Augusta County, Virginia","B25001_001",32541,246,2019
"1210","51017","Bath County, Virginia","B25001_001",3379,247,2019
"1211","51019","Bedford County, Virginia","B25001_001",36743,145,2019
"1212","51021","Bland County, Virginia","B25001_001",3325,127,2019
"1213","51023","Botetourt County, Virginia","B25001_001",14884,66,2019
"1214","51025","Brunswick County, Virginia","B25001_001",8231,95,2019
"1215","51027","Buchanan County, Virginia","B25001_001",11579,109,2019
"1216","51029","Buckingham County, Virginia","B25001_001",7444,73,2019
"1217","51031","Campbell County, Virginia","B25001_001",25872,73,2019
"1218","51033","Caroline County, Virginia","B25001_001",12268,387,2019
"1219","51035","Carroll County, Virginia","B25001_001",16749,53,2019
"1220","51036","Charles City County, Virginia","B25001_001",3359,32,2019
"1221","51037","Charlotte County, Virginia","B25001_001",6345,34,2019
"1222","51041","Chesterfield County, Virginia","B25001_001",130707,179,2019
"1223","51043","Clarke County, Virginia","B25001_001",6345,53,2019
"1224","51045","Craig County, Virginia","B25001_001",2909,191,2019
"1225","51047","Culpeper County, Virginia","B25001_001",18729,84,2019
"1226","51049","Cumberland County, Virginia","B25001_001",4723,30,2019
"1227","51051","Dickenson County, Virginia","B25001_001",7577,66,2019
"1228","51053","Dinwiddie County, Virginia","B25001_001",11758,106,2019
"1229","51057","Essex County, Virginia","B25001_001",5855,22,2019
"1230","51059","Fairfax County, Virginia","B25001_001",413885,247,2019
"1231","51061","Fauquier County, Virginia","B25001_001",26894,133,2019
"1232","51063","Floyd County, Virginia","B25001_001",8048,45,2019
"1233","51065","Fluvanna County, Virginia","B25001_001",10948,59,2019
"1234","51067","Franklin County, Virginia","B25001_001",29898,132,2019
"1235","51069","Frederick County, Virginia","B25001_001",34161,114,2019
"1236","51071","Giles County, Virginia","B25001_001",8357,57,2019
"1237","51073","Gloucester County, Virginia","B25001_001",16571,46,2019
"1238","51075","Goochland County, Virginia","B25001_001",9290,91,2019
"1239","51077","Grayson County, Virginia","B25001_001",9239,353,2019
"1240","51079","Greene County, Virginia","B25001_001",8291,58,2019
"1241","51081","Greensville County, Virginia","B25001_001",4190,105,2019
"1242","51083","Halifax County, Virginia","B25001_001",18212,82,2019
"1243","51085","Hanover County, Virginia","B25001_001",41357,158,2019
"1244","51087","Henrico County, Virginia","B25001_001",137141,178,2019
"1245","51089","Henry County, Virginia","B25001_001",26196,110,2019
"1246","51091","Highland County, Virginia","B25001_001",2006,105,2019
"1247","51093","Isle of Wight County, Virginia","B25001_001",15678,54,2019
"1248","51095","James City County, Virginia","B25001_001",33284,119,2019
"1249","51097","King and Queen County, Virginia","B25001_001",3489,15,2019
"1250","51099","King George County, Virginia","B25001_001",10078,61,2019
"1251","51101","King William County, Virginia","B25001_001",6983,40,2019
"1252","51103","Lancaster County, Virginia","B25001_001",7625,51,2019
"1253","51105","Lee County, Virginia","B25001_001",11798,156,2019
"1254","51107","Loudoun County, Virginia","B25001_001",133063,220,2019
"1255","51109","Louisa County, Virginia","B25001_001",17438,52,2019
"1256","51111","Lunenburg County, Virginia","B25001_001",5995,52,2019
"1257","51113","Madison County, Virginia","B25001_001",6079,49,2019
"1258","51115","Mathews County, Virginia","B25001_001",5751,198,2019
"1259","51117","Mecklenburg County, Virginia","B25001_001",18983,96,2019
"1260","51119","Middlesex County, Virginia","B25001_001",7320,70,2019
"1261","51121","Montgomery County, Virginia","B25001_001",40264,221,2019
"1262","51125","Nelson County, Virginia","B25001_001",10175,41,2019
"1263","51127","New Kent County, Virginia","B25001_001",8480,50,2019
"1264","51131","Northampton County, Virginia","B25001_001",7396,67,2019
"1265","51133","Northumberland County, Virginia","B25001_001",9277,24,2019
"1266","51135","Nottoway County, Virginia","B25001_001",6775,148,2019
"1267","51137","Orange County, Virginia","B25001_001",15142,80,2019
"1268","51139","Page County, Virginia","B25001_001",11747,57,2019
"1269","51141","Patrick County, Virginia","B25001_001",10224,63,2019
"1270","51143","Pittsylvania County, Virginia","B25001_001",31650,137,2019
"1271","51145","Powhatan County, Virginia","B25001_001",10893,100,2019
"1272","51147","Prince Edward County, Virginia","B25001_001",9435,310,2019
"1273","51149","Prince George County, Virginia","B25001_001",12475,159,2019
"1274","51153","Prince William County, Virginia","B25001_001",148874,190,2019
"1275","51155","Pulaski County, Virginia","B25001_001",17304,104,2019
"1276","51157","Rappahannock County, Virginia","B25001_001",3979,21,2019
"1277","51159","Richmond County, Virginia","B25001_001",3962,84,2019
"1278","51161","Roanoke County, Virginia","B25001_001",40924,140,2019
"1279","51163","Rockbridge County, Virginia","B25001_001",11441,54,2019
"1280","51165","Rockingham County, Virginia","B25001_001",35504,113,2019
"1281","51167","Russell County, Virginia","B25001_001",13547,56,2019
"1282","51169","Scott County, Virginia","B25001_001",11964,108,2019
"1283","51171","Shenandoah County, Virginia","B25001_001",21221,57,2019
"1284","51173","Smyth County, Virginia","B25001_001",15398,125,2019
"1285","51175","Southampton County, Virginia","B25001_001",7627,86,2019
"1286","51177","Spotsylvania County, Virginia","B25001_001",47655,94,2019
"1287","51179","Stafford County, Virginia","B25001_001",49292,196,2019
"1288","51181","Surry County, Virginia","B25001_001",3575,15,2019
"1289","51183","Sussex County, Virginia","B25001_001",4797,103,2019
"1290","51185","Tazewell County, Virginia","B25001_001",20754,84,2019
"1291","51187","Warren County, Virginia","B25001_001",16387,85,2019
"1292","51191","Washington County, Virginia","B25001_001",25961,157,2019
"1293","51193","Westmoreland County, Virginia","B25001_001",10951,49,2019
"1294","51195","Wise County, Virginia","B25001_001",17958,116,2019
"1295","51197","Wythe County, Virginia","B25001_001",14375,45,2019
"1296","51199","York County, Virginia","B25001_001",27896,205,2019
"1297","51510","Alexandria city, Virginia","B25001_001",76357,138,2019
"1298","51520","Bristol city, Virginia","B25001_001",8727,42,2019
"1299","51530","Buena Vista city, Virginia","B25001_001",2866,73,2019
"1300","51540","Charlottesville city, Virginia","B25001_001",20642,114,2019
"1301","51550","Chesapeake city, Virginia","B25001_001",90802,285,2019
"1302","51570","Colonial Heights city, Virginia","B25001_001",7734,35,2019
"1303","51580","Covington city, Virginia","B25001_001",2997,31,2019
"1304","51590","Danville city, Virginia","B25001_001",22072,79,2019
"1305","51595","Emporia city, Virginia","B25001_001",2385,170,2019
"1306","51600","Fairfax city, Virginia","B25001_001",8959,53,2019
"1307","51610","Falls Church city, Virginia","B25001_001",6004,18,2019
"1308","51620","Franklin city, Virginia","B25001_001",3847,30,2019
"1309","51630","Fredericksburg city, Virginia","B25001_001",11725,158,2019
"1310","51640","Galax city, Virginia","B25001_001",3327,219,2019
"1311","51650","Hampton city, Virginia","B25001_001",60140,204,2019
"1312","51660","Harrisonburg city, Virginia","B25001_001",18261,231,2019
"1313","51670","Hopewell city, Virginia","B25001_001",10323,57,2019
"1314","51678","Lexington city, Virginia","B25001_001",2447,293,2019
"1315","51680","Lynchburg city, Virginia","B25001_001",32410,272,2019
"1316","51683","Manassas city, Virginia","B25001_001",13693,42,2019
"1317","51685","Manassas Park city, Virginia","B25001_001",4879,19,2019
"1318","51690","Martinsville city, Virginia","B25001_001",7067,81,2019
"1319","51700","Newport News city, Virginia","B25001_001",77759,348,2019
