County,Acres,Class,LandPrice,assess,per_acre,Year,PIN
Franklin County,31.2,5,270000,83400,8653.846154,2020,038 00-007 01
Franklin County,90.6,5,85000,108800,938.1898455,2020,091 00-087 00
Franklin County,20,5,60000,72000,3000,2020,026 00-180 04
Franklin County,46.3,5,120000,148300,2591.792657,2020,111 00-086 02
Franklin County,60,5,160000,105500,2666.666667,2020,078 00-052 00
Franklin County,30,5,110000,121500,3666.666667,2020,034 00-059 00
Franklin County,38.3,5,199000,174300,5195.822454,2020,052 00-083 00
Franklin County,75.8,5,190000,207100,2506.596306,2020,064 00-035 00
Franklin County,26.1,5,36000,39200,1379.310345,2020,079 00-062 00
Franklin County,NA,NA,175000,188700,NA,2020,095 00-054 00
Franklin County,24.9,5,241035,65800,9680.120482,2020,093 00-042 00
Franklin County,27.07,5,92000,93200,3398.596232,2020,086 05-005 00
Franklin County,64.2,5,250000,94900,3894.080997,2020,117 00-052 00
Franklin County,34.7,5,108300,67600,3121.037464,2020,095 00-030 00
Franklin County,77.1,5,350000,157100,4539.559014,2020,088 00-094 00
Franklin County,35.9,5,444000,127700,12367.68802,2020,041 00-005 03B
Franklin County,43.9,5,115000,100800,2619.589977,2020,071 00-033 00
Franklin County,39.6,5,325000,91800,8207.070707,2020,079 00-026 00
Franklin County,64.6,5,129900,96900,2010.835913,2020,078 00-036 00
Franklin County,71.4,5,245000,106500,3431.372549,2020,091 00-102 00
Franklin County,78.4,5,125000,96700,1594.387755,2020,024 00-072 00
Franklin County,40.3,5,480000,101800,11910.66998,2020,061 00-091 00
Franklin County,27.5,5,255000,74800,9272.727273,2020,094 00-092 01
Franklin County,55.07,5,336000,111200,6101.325586,2020,100 00-010 02
Franklin County,70.7,5,340000,108700,4809.052334,2020,092 00-034 05
Franklin County,26.5,5,355000,77700,13396.22642,2020,038 00-034 11
Franklin County,53.9,5,113000,75500,2096.474954,2020,121 00-048 00
Franklin County,29,5,150000,73000,5172.413793,2020,094 00-085 17
Franklin County,127.4,6,135000,254900,1059.654631,2020,069 00-029 00
Franklin County,167.32,6,250000,364300,1494.14296,2020,066 00-111 00
Franklin County,182.84,6,175000,236200,957.1209801,2020,041 00-005 05
Franklin County,129.96,6,180000,156700,1385.041551,2020,091 00-021 01
Franklin County,104.9,6,327500,336800,3122.020972,2020,029 00-030 00
Franklin County,160.7,6,250000,253200,1555.693839,2020,093 00-079 00
Franklin County,82.4,6,320000,182800,3883.495146,2020,089 00-062 00
Franklin County,116.2,6,195000,174400,1678.141136,2020,058 00-085 00
Franklin County,157.05,6,494400,311100,3148.042025,2020,086 00-007 00
Franklin County,153.5,6,369900,200100,2409.771987,2020,119 00-025 00
Franklin County,145.2,6,415000,231200,2858.126722,2020,079 00-046 00
Frederick County,36.54,5,375000,328900,10262.72578,2020,43 A 16
Frederick County,21.18,5,250000,115700,11803.58829,2020,06 A 1G
Frederick County,25.98,5,425000,310300,16358.73749,2020,17 A 23E
Frederick County,23.56,5,240000,116800,10186.75722,2020,11 A 38
Frederick County,49.049,5,639000,430000,13027.78854,2020,39 A 89B
Frederick County,32,5,479900,439300,14996.875,2020,18 1 A
Frederick County,27,5,145000,170000,5370.37037,2020,93 A 26
Frederick County,70.65,5,873500,985600,12363.76504,2020,07 A 7
Frederick County,42,5,549000,374200,13071.42857,2020,40 A 56
Frederick County,33.07,5,575000,448100,17387.36015,2020,55 A 129
Frederick County,43.28,5,514000,419800,11876.15527,2020,84 A 3
Frederick County,34.87,5,139505,151600,4000.716949,2020,30 A 88A
Frederick County,36.51,5,260000,219100,7121.33662,2020,77 A 26B
Frederick County,47.16,5,654000,573100,13867.68448,2020,92 A 78B
Frederick County,24.9,5,530000,410500,21285.14056,2020,41 A 16
Frederick County,40.2,5,188000,178300,4676.616915,2020,39786
Frederick County,25.9,5,569000,419100,21969.11197,2020,55 A 8
Frederick County,31,5,599000,461100,19322.58065,2020,19 A 52D
Frederick County,28.36,5,392000,324700,13822.28491,2020,19 6 2G
Frederick County,77.5,5,390000,323200,5032.258065,2020,51 31 1 41
Frederick County,20,5,780000,557900,39000,2020,45 A 25D
Frederick County,20.54,5,240000,123200,11684.51801,2020,77 A 26A
Frederick County,20,5,180000,145500,9000,2020,34 2 8
Frederick County,27.2858,5,275000,122800,10078.50237,2020,13 A 18B
Frederick County,116,6,500000,342200,4310.344828,2020,59 A 19
Frederick County,24.2121,5,122500,108900,5059.453744,2020,13 A 19F
Frederick County,27.02,5,559000,465000,20688.37898,2020,59 A 21
Frederick County,27.6038,5,200000,205500,7245.379259,2020,61 A 1
Frederick County,35.74,5,230000,199200,6435.366536,2020,57 2 11
Giles County,46,5,153000,158900,3326.086957,2020,69-23
Giles County,36,5,389500,225000,10819.44444,2020,69-22
Giles County,72.517,5,300000,241000,4136.960988,2020,74-1-6
Giles County,34.389,5,90000,41300,2617.115938,2020,58-87A
Giles County,23.838,5,75000,84400,3146.2371,2020,31-10
Giles County,99,6,134000,104200,1353.535354,2020,63-16
Giles County,33,5,350000,276600,10606.06061,2020,74-1-6A
Gloucester County,27.798,5,70000,53590,2518.166775,2020,33448
Gloucester County,34.936,5,175000,175800,5009.159606,2020,22181
Gloucester County,20.05,5,685000,657060,34164.58853,2020,40939
Gloucester County,28.35,5,375000,561250,13227.51323,2020,40172
Gloucester County,51.26,5,1750000,1904060,34139.68006,2020,28458
Gloucester County,28,5,40000,56000,1428.571429,2020,26425
Gloucester County,28,5,66000,49000,2357.142857,2020,33087
Gloucester County,20.3291,5,75000,68020,3689.292689,2020,42952
Gloucester County,21.976,5,402500,323730,18315.43502,2020,26015
Gloucester County,28,5,175000,259000,6250,2020,28653
Gloucester County,88.62,5,510000,654900,5754.908599,2020,44579
Goochland County,21.811,5,55000,54500,2521.663381,2020,17-1-0-1-B
Goochland County,39.017,5,135000,136600,3460.030243,2020,26-18-0-3-0
Goochland County,59.516,5,210000,208300,3528.462934,2020,26-18-0-2-0
Goochland County,21.73,5,170000,148800,7823.28578,2020,17-1-0-100-A
Goochland County,20.765,5,175000,158000,8427.642668,2020,20-26-0-10-0
Goochland County,20,5,650000,568600,32500,2020,54-6-0-5-0
Goochland County,20.36,5,250000,243200,12278.97839,2020,9-13-0-3-0
Goochland County,22.29,5,270000,164800,12113.05518,2020,19-1-0-50-A
Goochland County,20,5,575000,456500,28750,2020,7-1-0-8-0
Goochland County,71.13,5,485000,548200,6818.501336,2020,30-1-0-111-A
Goochland County,42.03,5,640000,491500,15227.21865,2020,39-1-0-86-A
Goochland County,27.106,5,745000,760100,27484.68974,2020,57-1-0-79-B
Goochland County,44.44,5,620000,706300,13951.39514,2020,31-1-0-59-0
Goochland County,20.342,5,125500,124000,6169.501524,2020,38-12-0-5-0
Goochland County,62.35,5,490000,520800,7858.861267,2020,1-1-0-30-0
Goochland County,59.6,5,235000,238400,3942.95302,2020,11-1-0-53-A
Grayson County,100.824,6,227500,415900,2256.407205,2020,NA
Grayson County,45.725,5,227272,205800,4970.41006,2020,NA
Grayson County,84.9,5,350000,324100; 58100,4122.497055,2020,NA
Grayson County,46.765,5,315000,311700,6735.806693,2020,NA
Grayson County,20.907,5,82000,83600,3922.131344,2020,NA
Grayson County,20.575,5,225000,163800,10935.60146,2020,NA
Grayson County,38.833,5,200000,187400,5150.258801,2020,NA
Grayson County,56.422,5,118500,182000,2100.244585,2020,NA
Grayson County,95.49,5,450000,366800; 40000,4712.535344,2020,NA
Grayson County,46.6,5,265500,218700,5697.424893,2020,NA
Grayson County,104,6,306808,364000,2950.076923,2020,NA
Grayson County,82.257,5,230000,329000,2796.114616,2020,NA
Grayson County,100,6,300000,"160000, 240000",3000,2020,NA
Grayson County,24.272,5,130000,102700,5355.965722,2020,NA
Grayson County,28.384,5,80000,108500,2818.48929,2020,NA
Grayson County,46.034,5,161000,199100,3497.414954,2020,NA
Grayson County,30.25,5,110000,30000; 117500,3636.363636,2020,NA
Grayson County,26.88,5,225000,187800,8370.535714,2020,NA
Grayson County,31.103,5,419000,434300,13471.36932,2020,NA
Grayson County,25,5,69000,92000,2760,2020,NA
Grayson County,52.567,5,129000,189900,2454.011072,2020,NA
Grayson County,22.7,5,75000,4500; 78500,3303.964758,2020,NA
Grayson County,53.946,5,130000,221600,2409.817225,2020,NA
Grayson County,22.73,5,460000,388300,20237.57149,2020,NA
Grayson County,62.149,5,124000,187900,1995.205072,2020,NA
Grayson County,31.48,5,150000,125900,4764.930114,2020,NA
Grayson County,59.34,5,485000,240400; 3000; 1000,8173.238962,2020,NA
Grayson County,103.289,6,300000,374600,2904.471919,2020,NA
Grayson County,39.249,5,165000,176600,4203.928763,2020,NA
Grayson County,50.21,5,335000,364000,6671.977694,2020,NA
Grayson County,343.743,6,600000,787500,1745.49009,2020,NA
Grayson County,65.124,5,215000,325300,3301.394263,2020,NA
Grayson County,20.464,5,75000,103900,3664.972635,2020,NA
Grayson County,30.55,5,92000,147200,3011.456628,2020,NA
Grayson County,43.21,5,215000,13800; 171300; 1800,4975.700069,2020,NA
Grayson County,43.4859,5,357500,315900,8221.055561,2020,NA
Grayson County,31.8123,5,127500,127200,4007.883743,2020,NA
Grayson County,33.36,5,320000,78000; 3500; 81800,9592.326139,2020,NA
Grayson County,24.54,5,190000,8000; 95000,7742.461288,2020,NA
Grayson County,20.4,5,55000,69400; 22500,2696.078431,2020,NA
Grayson County,30.623,5,133000,137800,4343.140777,2020,NA
Grayson County,30.167,5,72500,135800,2403.288361,2020,NA
Grayson County,72.395,5,515000,490100,7113.75095,2020,NA
Grayson County,43.5,5,195750,216200,4500,2020,NA
Grayson County,23.843,5,116829,109100,4899.9287,2020,NA
Grayson County,54.8616,5,325000,255000,5923.997842,2020,NA
Grayson County,29.46,5,223000,138000; 15000,7569.585879,2020,NA
Grayson County,35.85,5,195000,159900,5439.330544,2020,NA
Grayson County,20.085,5,78100,60600,3888.473986,2020,NA
Grayson County,56.25,5,250000,4000; 229500,4444.444444,2020,NA
Grayson County,88.1,5,183000,267900; 58500,2077.185017,2020,NA
Grayson County,NA,NA,150000,208100,NA,2020,NA
Grayson County,88.756,5,310646,342100,3500,2020,NA
Grayson County,66.96,5,250000,282600,3733.572282,2020,NA
Grayson County,107.534,6,350000,476300,3254.784533,2020,NA
Grayson County,101.25,6,337500,50500; 324500,3333.333333,2020,NA
Grayson County,34.1435,5,110000,160600,3221.696663,2020,NA
Grayson County,23.65,5,89000,7300; 99100,3763.213531,2020,NA
Grayson County,54.968,5,350000,331600,6367.340998,2020,NA
Grayson County,35.185,5,355000,281200,10089.52679,2020,NA
Grayson County,75.87,5,412500,9500; 300700,5436.931594,2020,NA
Grayson County,25.06,5,128500,126400,5127.693536,2020,NA
Grayson County,109.88,6,500000,500800,4550.418639,2020,NA
Grayson County,23.64,5,94000,75100; 21900,3976.311337,2020,NA
Grayson County,26.94,5,263000,234500,9762.435041,2020,NA
Greene County,45.48,5,490000,457300,10773.96658,2020,NA
Greene County,79,6,400000,392200,5063.291139,2020,NA
Greene County,43,5,507500,443600,11802.32558,2020,NA
Greene County,128.822,6,1175000,1229700,9121.112853,2020,NA
Greene County,30.4,5,485000,446200,15953.94737,2020,NA
Greene County,482.044,6,3400000,1955200,7053.298039,2020,NA
Greene County,100,5,1175000,901400,11750,2020,NA
Greene County,NA,NA,335000,172700,NA,2020,NA
Greensville County,29.73,5,40000,57300,1345.442314,2020,NA
Greensville County,59.54,5,63731,87300,1070.389654,2020,NA
Greensville County,24.477,5,35000,47900,1429.913797,2020,NA
Greensville County,47.96,5,60000,60100,1251.042535,2020,NA
Greensville County,59.4,5,75000,38800,1262.626263,2020,NA
Greensville County,20,5,43000,20000,2150,2020,NA
Greensville County,90.77,5,400000,268800,4406.742316,2020,NA
Greensville County,54.1,5,60000,55600,1109.057301,2020,NA
Greensville County,81.72,5,250000,122100,3059.226628,2020,NA
Greensville County,25,5,42000,30000,1680,2020,NA
Greensville County,25.9,5,62500,53400,2413.127413,2020,NA
Greensville County,28.9,5,60000,45500,2076.124567,2020,NA
Greensville County,61.12,5,89000,65700,1456.151832,2020,NA
HALIFAX COUNTY,72,5,150000,145600,2083.333333,2020,14003
HALIFAX COUNTY,53,5,160000,155497,3018.867925,2020,16594
HALIFAX COUNTY,49,6,105000,120465,2142.857143,2020,12896
HALIFAX COUNTY,234,6,350000,310906,1495.726496,2020,16446
HALIFAX COUNTY,115,6,207000,160647,1800,2020,34017
HALIFAX COUNTY,174.46,6,175000,140114,1003.095265,2020,13079
HALIFAX COUNTY,29.05,5,50000,40670,1721.170396,2020,13122
HALIFAX COUNTY,229.5,6,380000,333798,1655.77342,2020,14017
HALIFAX COUNTY,75.306,5,113000,109350,1500.544445,2020,35270
HALIFAX COUNTY,46.18,5,57250,74441,1239.714162,2020,26214
HALIFAX COUNTY,43,5,54937,80530,1277.604651,2020,15209
HALIFAX COUNTY,50,5,50000,48750,1000,2020,8408
HALIFAX COUNTY,48,5,335000,282073,6979.166667,2020,26253
HALIFAX COUNTY,193.819,6,253000,311943,1305.341582,2020,35059
HALIFAX COUNTY,92.2,6,120000,117555,1301.518438,2020,13468
HALIFAX COUNTY,117,6,258500,257495,2209.401709,2020,10157
HALIFAX COUNTY,59.79,5,108000,114417,1806.322127,2020,15542
HALIFAX COUNTY,39,5,178000,183151,4564.102564,2020,35269
HALIFAX COUNTY,72.51,5,103900,123787,1432.905806,2020,6133
HALIFAX COUNTY,191.1,6,685000,566465,3584.510727,2020,14458
HALIFAX COUNTY,45,5,86000,82063,1911.111111,2020,13607
HALIFAX COUNTY,53.96,5,75000,93424,1389.918458,2020,19338
HALIFAX COUNTY,108,6,240000,206063,2222.222222,2020,22170
HALIFAX COUNTY,23,5,26000,28746,1130.434783,2020,22149
HALIFAX COUNTY,59.31,5,140000,124243,2360.47884,2020,18360
HALIFAX COUNTY,69.28,5,173200,93655,2500,2020,14450
HALIFAX COUNTY,60,5,78000,72900,1300,2020,17727
HALIFAX COUNTY,63,5,75000,60402,1190.47619,2020,17174
HALIFAX COUNTY,42.63,5,60000,62582,1407.459536,2020,21280
HALIFAX COUNTY,146,6,461256,372590,3159.287671,2020,10201
HALIFAX COUNTY,44.58,5,70000,66870,1570.210857,2020,33560
HALIFAX COUNTY,125.7,6,169900,158477,1351.630867,2020,25882
HALIFAX COUNTY,26.52,5,43000,60224,1621.417798,2020,14813
HALIFAX COUNTY,85,5,170000,115001,2000,2020,20352
HALIFAX COUNTY,31.47,5,109000,86410,3463.616142,2020,12335
HALIFAX COUNTY,162,6,226800,220700,1400,2020,24674
HALIFAX COUNTY,45,5,184000,152217,4088.888889,2020,6890
HALIFAX COUNTY,20,5,315000,396474,15750,2020,32901
HALIFAX COUNTY,55.91,5,82500,101875,1475.585763,2020,30461
HALIFAX COUNTY,27.52,5,60000,55900,2180.232558,2020,33166
HALIFAX COUNTY,36,5,329900,307860,9163.888889,2020,33224
HALIFAX COUNTY,NA,NA,280000,340464,NA,2020,18890
HALIFAX COUNTY,25.542,5,35000,34862,1370.292068,2020,8893
HALIFAX COUNTY,44.83,5,76000,94188,1695.29333,2020,13549
HALIFAX COUNTY,39.95,5,119500,94980,2991.239049,2020,10780
HALIFAX COUNTY,24.03,5,70000,50608,2913.025385,2020,35185
HALIFAX COUNTY,91.318,5,159000,157712,1741.168225,2020,10273
Hanover County,25.92,5,200000,209000,7716.049383,2020,2.02E+16
Hanover County,29.36,5,510000,143000,17370.57221,2020,2.02E+16
Hanover County,127.52,6,329500,469400,2583.908407,2020,2.02E+16
Hanover County,45,5,270000,230000,6000,2020,2.02E+16
Hanover County,110.9,6,625000,367549,5635.707845,2020,2.02E+16
Hanover County,NA,NA,96000,115700,NA,2020,2.02E+16
Hanover County,27.42,5,275900,235800,10061.99854,2020,2.02E+16
Hanover County,99,5,450000,323000,4545.454545,2020,2.02E+16
Hanover County,30.753,5,719000,702600,23379.83286,2020,2.02E+16
Hanover County,NA,NA,355000,337500,NA,2020,2.02E+16
Hanover County,45.8,5,208000,109200,4541.484716,2020,2.02E+16
Hanover County,38.3,5,385000,320300,10052.21932,2020,2.02E+16
Hanover County,20,5,164950,145400,8247.5,2020,2.02E+16
Hanover County,63,5,400000,427300,6349.206349,2020,2.02E+16
Hanover County,37.168,5,539000,144500,14501.72191,2020,2.02E+16
Hanover County,NA,NA,915000,896800,NA,2020,2.02E+16
Hanover County,42.12,5,400000,246300,9496.676163,2020,2.02E+16
Hanover County,51.64,5,850000,323300,16460.10844,2020,2.02E+16
Hanover County,39.2,5,2100000,291600,53571.42857,2020,2.02E+16
Hanover County,20.054,5,1690000,1175100,84272.46435,2020,2.02E+16
Hanover County,NA,NA,100000,123300,NA,2020,2.02E+16
Hanover County,34,5,150000,114500,4411.764706,2020,2.02E+16
Henrico County,36,5,150000,150200,4166.666667,2020,816-685-1532
Henrico County,NA,NA,496000,485800,NA,2020,750-772-2284
Henrico County,170,6,155750,173100,916.1764706,2020,787-773-8504
Henrico County,NA,NA,295000,280500,NA,2020,775-766-3324
Henrico County,NA,NA,275000,250100,NA,2020,775-766-3222
Henrico County,NA,NA,640000,561800,NA,2020,731-764-7133
Henrico County,NA,NA,304000,278300,NA,2020,775-766-5507
Henrico County,NA,NA,520000,456300,NA,2020,750-772-9321
Henrico County,NA,NA,657500,589900,NA,2020,731-764-9612
Henrico County,NA,NA,300000,277100,NA,2020,775-766-2225
Henrico County,NA,NA,305000,279900,NA,2020,775-766-2425
Henrico County,NA,NA,734000,706400,NA,2020,731-764-8931
Henrico County,NA,NA,310000,288800,NA,2020,775-766-4047
Henrico County,53.785,5,356000,340700,6618.945803,2020,862-699-1718
Henrico County,NA,NA,275000,250500,NA,2020,775-766-5943
Henrico County,NA,NA,509000,442700,NA,2020,750-772-7109
Henry County,25.924,5,45000,62200,1735.843234,2020,NA
Henry County,35,5,230000,205900,6571.428571,2020,NA
Henry County,66,5,50000,61300,757.5757576,2020,NA
Henry County,45.792,5,320900,291900,7007.774284,2020,NA
Henry County,60,5,185000,104900,3083.333333,2020,NA
Henry County,45,5,60000,46000,1333.333333,2020,NA
Henry County,71.759,5,157500,107600,2194.846639,2020,NA
Henry County,91.3,5,109596,91600,1200.394304,2020,NA
Henry County,38.414,5,46000,51600,1197.480085,2020,NA
Henry County,49.56,5,235000,156900,4741.727199,2020,NA
Henry County,193,6,410000,327600,2124.352332,2020,NA
Henry County,24.19,5,430000,376500,17775.94047,2020,NA
Henry County,53.96,5,150000,130400,2779.836916,2020,NA
Henry County,20.792,5,58400,41900,2808.772605,2020,NA
Henry County,34.53,5,52600,55200,1523.313061,2020,NA
Henry County,247,6,995000,567800,4028.340081,2020,NA
Henry County,30,5,157500,125300,5250,2020,NA
Henry County,103.241,6,94000,103200,910.4909871,2020,NA
Henry County,77.09,5,100000,115000,1297.185108,2020,NA
Henry County,38.4,5,48000,61400,1250,2020,NA
Henry County,37.003,5,74000,56100,1999.837851,2020,NA
Henry County,62.533,5,340000,292200,5437.129196,2020,NA
Henry County,77,5,150000,97200,1948.051948,2020,NA
Henry County,51,5,135000,111900,2647.058824,2020,NA
Henry County,89.554,5,76000,84800,848.6499766,2020,NA
Henry County,27,5,271700,164900,10062.96296,2020,NA
Highland County,190,6,380000,381000,2000,2020,NA
Highland County,28.882,5,101087,89600,3500,2020,NA
Highland County,60,5,300000,302400,5000,2020,NA
Highland County,20,5,100000,86000,5000,2020,NA
Highland County,40,5,75000,64000,1875,2020,NA
Highland County,120.347,6,195000,192600,1620.31459,2020,NA
Highland County,35.1,5,120000,104800,3418.803419,2020,NA
Highland County,250.4,6,450000,485800,1797.124601,2020,NA
Highland County,157.5,6,530000,571500,3365.079365,2020,NA
Highland County,182.245,6,420000,413300,2304.589975,2020,NA
Highland County,75.987,5,505000,370800,6645.873636,2020,NA
Highland County,122.2,6,140000,171100,1145.662848,2020,NA
Highland County,454,6,1089600,935000,2400,2020,NA
Isle of Wight County,132.239,6,717500,608200,5425.782107,2020,5401067
Isle of Wight County,27.034,5,190000,167500,7028.186728,2020,2101015
Isle of Wight County,NA,NA,125100,120300,NA,2020,4101065
Isle of Wight County,NA,NA,63420,56700,NA,2020,6001046C1
Isle of Wight County,155.901,6,372000,454300,2386.129659,2020,1801019
Isle of Wight County,NA,NA,71820,71700,NA,2020,4901039
James City County,105,6,612500,666800,5833.333333,2020,NA
King & Queen County,221,6,775000,536500,3506.78733,2020,23-135L-1157; 23-135L-1156
King & Queen County,38.07,5,110000,58800,2889.414237,2020,32-55L-481A2
King & Queen County,50.75,5,85000,117500,1674.876847,2020,32-9L-719
King & Queen County,29.566,5,74900,70800,2533.315295,2020,23-162R-1370
King & Queen County,71,6,250000,172500,3521.126761,2020,"24-34L-807,24-34L-808"
King & Queen County,117.25,6,275000,221200,2345.415778,2020,23-67L-313
King & Queen County,266,6,350000,424000,1315.789474,2020,32-76R-61R
King & Queen County,38.919,5,75000,78000,1927.079319,2020,23-136L-1193A
King & Queen County,20,5,44000,46500,2200,2020,24-35R-625C
King & Queen County,64.77,5,100000,84200,1543.924656,2020,32-54R-306A
King & Queen County,23.04,5,72000,46000,3125,2020,23-136L-1183A
King & Queen County,38,5,80000,88400,2105.263158,2020,23-135R-1074A
King & Queen County,514,6,1800000,1421800,3501.945525,2020,VARIOUS
King & Queen County,79.47,5,120000,167000,1510.003775,2020,23-159R-695A
King & Queen County,NA,NA,37450,37300,NA,2020,23-66L-267
King & Queen County,34.457,5,140000,136700,4063.035087,2020,32-56R-1114
King & Queen County,177.75,6,400000,511100,2250.351617,2020,"23-134R-650, 23-134R-650D"
King & Queen County,39,5,130000,87000,3333.333333,2020,24-34R-798A
King & Queen County,22,5,79000,61000,3590.909091,2020,24-53R-1022A
King & Queen County,77.5,5,330000,296400,4258.064516,2020,VARIOUS
King & Queen County,34,5,100000,79900,2941.176471,2020,32-58L-1077
King & Queen County,89.36,5,230000,223100,2573.85855,2020,23-161L-1325
King & Queen County,311.66,6,625000,465000,2005.39049,2020,32-75L-43R
King & Queen County,67,5,135000,118000,2014.925373,2020,"32-58L-1029, 32-58L-1079"
King & Queen County,36,5,389000,347300,10805.55556,2020,24-51L-436C
King George County,28.912,5,472000,277100,16325.40122,2020,39 32
King George County,62.333,5,860000,1145000,13796.86522,2020,13-4-4
King William County,35.5,5,315000,194600,8873.239437,2020,NA
King William County,47.6,5,154400,191100,3243.697479,2020,NA
King William County,44,5,125000,83200,2840.909091,2020,NA
King William County,20,5,90000,57400,4500,2020,NA
King William County,28.2,5,500000,501000,17730.49645,2020,NA
King William County,29.22,5,95000,62800,3251.19781,2020,NA
King William County,38.65,5,122500,162400,3169.469599,2020,NA
King William County,28.88,5,90000,74400,3116.34349,2020,NA
King William County,30.3,5,515000,447500,16996.69967,2020,NA
King William County,286.42,6,655000,653500,2286.851477,2020,NA
King William County,79.74,5,227123,137700,2848.294457,2020,NA
King William County,50,5,325000,283300,6500,2020,NA
King William County,93.13,5,328000,232700,3521.958553,2020,NA
Lancaster County,27.49,5,695000,730400,25281.9207,2020,NA
Lancaster County,25.52,5,675000,755000,26449.84326,2020,NA
Lancaster County,33.259,5,130000,126100,3908.716438,2020,NA
Lancaster County,62.98,5,120000,94500,1905.366783,2020,NA
Lancaster County,25.62,5,230000,304900,8977.361436,2020,NA
Lancaster County,45.136,5,215000,238600,4763.38178,2020,NA
Lancaster County,301,6,350000,452300,1162.790698,2020,NA
Lee County,33.3,5,25000,28700,750.7507508,2020,NA
Lee County,27,5,27000,34200,1000,2020,NA
Lee County,28.1,5,55000,24800,1957.295374,2020,NA
Lee County,72,5,70000,114300,972.2222222,2020,NA
Lee County,110.35,6,489250,106400,4433.620299,2020,NA
Lee County,25,5,58000,50800,2320,2020,NA
Lee County,103,5,150000,125100,1456.31068,2020,NA
Lee County,38,5,150000,125900,3947.368421,2020,NA
Lee County,21.2,5,11000,12700,518.8679245,2020,NA
Lee County,21.366,5,333500,229200,15608.91135,2020,NA
Lee County,23,5,55000,82700,2391.304348,2020,NA
Lee County,27.12,5,55000,36000; 4700,2028.023599,2020,NA
Lee County,65,5,42000,32500,646.1538462,2020,NA
Lee County,51,5,128000,92400,2509.803922,2020,NA
Lee County,42.95,5,69000,25800,1606.519208,2020,NA
Lee County,87.86,5,270000,154900,3073.070794,2020,NA
Lee County,72.674,5,366250,247900,5039.629028,2020,NA
Lee County,22,5,65000,29600,2954.545455,2020,NA
Lee County,20,5,75000,34200,3750,2020,NA
Lee County,26.5,5,25000,15900,943.3962264,2020,NA
Loudoun,42,5,1155000,1152270,27500,2020,5.93E+11
Loudoun,30,5,1625000,1263730,54166.66667,2020,5.31E+11
Loudoun,32,5,1400000,1194320,43750,2020,6.56E+11
Loudoun,26,5,755000,613940,29038.46154,2020,5.47E+11
Loudoun,40,5,1600000,1403300,40000,2020,5.69E+11
Loudoun,24,5,749000,571550,31208.33333,2020,2.98E+11
Loudoun,26,5,935000,809150,35961.53846,2020,6.29E+11
Loudoun,25,5,825075,580780,33003,2020,5.74E+11
Loudoun,22,5,1500000,1087540,68181.81818,2020,4.08E+11
Loudoun,32,5,725000,628700,22656.25,2020,4.78E+11
Loudoun,28,5,820000,824420,29285.71429,2020,2.22E+11
Loudoun,42,5,1300000,1123750,30952.38095,2020,6.17E+11
Loudoun,44,5,2300000,1639250,52272.72727,2020,4.35E+11
Loudoun,113,6,1500000,1248390,13274.33628,2020,6.87E+11
Loudoun,28,5,965000,930080,34464.28571,2020,2.25E+11
Loudoun,29,5,1230000,888130,42413.7931,2020,2.17E+11
Loudoun,30,5,847526,749840,28250.86667,2020,6.36E+11
Loudoun,22,5,890000,695000,40454.54545,2020,3.01E+11
Loudoun,36,5,1750000,1367380,48611.11111,2020,4.57E+11
Loudoun,25,5,1862000,1287120,74480,2020,4.68E+11
Loudoun,22,5,750000,758850,34090.90909,2020,6.52E+11
Loudoun,42,5,2600000,2027110,61904.7619,2020,2.39E+11
Loudoun,20,5,675000,627330,33750,2020,4.44E+11
Loudoun,25,5,1275000,975670,51000,2020,4.44E+11
Loudoun,21,5,1325000,944250,63095.2381,2020,4.12E+11
Loudoun,86,5,3750000,3762700,43604.65116,2020,6.71E+11
Loudoun,30,5,1139000,1033490,37966.66667,2020,1.77E+11
Loudoun,30,5,775000,767980,25833.33333,2020,4.39E+11
Loudoun,20,5,750000,629520,37500,2020,5.18E+11
Loudoun,25,5,1480000,1597590,59200,2020,3.93E+11
Loudoun,26,5,840000,672200,32307.69231,2020,6.32E+11
Loudoun,50,5,1250000,1045190,25000,2020,2.25E+11
Loudoun,103,6,2000000,2038880,19417.47573,2020,5.34E+11
Loudoun,27,5,2200000,1899770,81481.48148,2020,2.18E+11
Loudoun,30,5,2250000,1837860,75000,2020,1.44E+11
Loudoun,38,5,1140000,1004430,30000,2020,6.06E+11
Loudoun,75,5,1050000,800090,14000,2020,5.12E+11
Loudoun,21,5,1200000,1066120,57142.85714,2020,5.03E+11
Loudoun,27,5,2450000,1766020,90740.74074,2020,5.93E+11
Loudoun,20,5,1300000,899300,65000,2020,3.77E+11
Louisa,67.8,5,100000,160700,1474.926254,2020,20-66
Louisa,23.73,5,90600,89700,3817.95196,2020,97-60
Louisa,47.8,5,208100,208100,4353.556485,2020,82-19-6
Louisa,50.27,5,158900,158900,3160.930973,2020,98-27-D
Louisa,20.87,5,68500,79800,3282.223287,2020,79-49
Louisa,29.4,5,206600,206600,7027.210884,2020,62-102
Louisa,38.45,5,320000,99400,8322.496749,2020,91-50
Louisa,NA,NA,174400,174400,NA,2020,59-2
Louisa,NA,NA,190000,188000,NA,2020,44-98C
Louisa,64.22,5,480000,226200,7474.307069,2020,98-24
Louisa,96.7,5,432000,331700,4467.425026,2020,70-51
Louisa,96.7,5,325000,160900,3360.910031,2020,58-1
Louisa,73.6,5,475000,466300,6453.804348,2020,80-56
