GEOID,County,totalE,totalM,occupiedE,occupiedM,vacantE,vacantM,Year
51690,Martinsville City,7105,86,5740,214,1365,204,2017
51125,Nelson,10087,38,6523,295,3564,296,2017
51057,Essex,5833,24,4470,181,1363,184,2017
51143,Pittsylvania,31622,102,26687,497,4935,490,2017
51185,Tazewell,20788,94,17330,411,3458,403,2017
51530,Buena Vista City,2895,82,2606,154,289,130,2017
51610,Falls Church City,5805,29,5308,161,497,160,2017
51685,Manassas Park City,4895,18,4778,97,117,94,2017
51730,Petersburg City,16385,94,13262,339,3123,328,2017
51735,Poquoson City,4775,47,4583,113,192,102,2017
51183,Sussex,4145,613,3388,589,757,158,2017
51600,Fairfax City,8843,68,8499,143,344,138,2017
51820,Waynesboro City,9956,39,9128,246,828,246,2017
51683,Manassas City,13451,49,12540,243,911,238,2017
51770,Roanoke City,47083,173,42333,542,4750,522,2017
51775,Salem City,10838,157,9997,297,841,229,2017
51800,Suffolk City,35591,97,32331,369,3260,384,2017
51710,Norfolk City,96700,616,87249,848,9451,621,2017
51037,Charlotte,6330,24,4493,214,1837,211,2017
51041,Chesterfield,127750,211,120907,692,6843,706,2017
51059,Fairfax,411223,318,393380,1346,17843,1276,2017
51081,Greensville,4169,98,3649,197,520,158,2017
51095,James City,32838,110,28766,522,4072,518,2018
51167,Russell,13537,62,10965,346,2572,341,2018
51173,Smyth,15410,115,12881,333,2529,288,2018
51540,Charlottesville City,20499,134,18613,341,1886,322,2018
51031,Campbell,25754,71,22957,425,2797,419,2018
51087,Henrico,136199,157,127111,870,9088,834,2018
51099,King George,9997,44,9103,208,894,206,2018
51103,Lancaster,7611,33,5142,248,2469,248,2018
51105,Lee,11784,162,9149,346,2635,322,2018
51115,Mathews,5745,40,3908,279,1837,274,2018
51119,Middlesex,7311,44,4454,228,2857,222,2018
51149,Prince George,12415,150,11415,319,1000,290,2018
51159,Richmond,3943,109,3139,261,804,214,2018
51169,Scott,11940,86,8767,274,3173,254,2018
51177,Spotsylvania,47013,75,43677,434,3336,412,2018
51011,Appomattox,7264,41,6095,218,1169,211,2018
51067,Franklin,29847,105,23104,417,6743,426,2018
51097,King And Queen,3497,39,2826,159,671,159,2018
51121,Montgomery,39918,227,35483,638,4435,633,2018
51127,New Kent,8268,73,7754,235,514,220,2018
51049,Cumberland,4709,16,3963,201,746,201,2018
51051,Dickenson,7588,83,5841,254,1747,247,2018
51083,Halifax,18199,82,14025,380,4174,364,2018
51107,Loudoun,129728,143,125309,536,4419,491,2018
51153,Prince William,147480,227,140473,767,7007,710,2018
51175,Southampton,7592,132,6522,216,1070,177,2018
51091,Highland,2039,87,1123,64,916,65,2018
51033,Caroline,12176,385,10911,437,1265,285,2018
51073,Gloucester,16465,49,14759,286,1706,292,2018
51141,Patrick,10205,73,7685,245,2520,242,2018
51145,Powhatan,10724,109,10178,257,546,200,2018
51171,Shenandoah,21158,57,17315,370,3843,363,2018
51061,Fauquier,26635,79,24333,361,2302,357,2018
51790,Staunton City,11814,126,10520,260,1294,242,2018
51065,Fluvanna,10841,67,9842,242,999,237,2018
51007,Amelia,5543,36,4789,193,754,189,2018
51750,Radford City,6525,198,5438,289,1087,254,2018
51840,Winchester City,11896,103,10554,292,1342,293,2018
51001,Accomack,21251,192,13401,507,7850,457,2018
51045,Craig,2883,170,2266,179,617,159,2018
51063,Floyd,8009,44,6480,238,1529,231,2018
51071,Giles,8356,59,6987,237,1369,230,2018
51077,Grayson,9222,264,6542,382,2680,250,2018
51135,Nottoway,6762,153,5542,303,1220,262,2018
51157,Rappahannock,3955,35,2976,214,979,208,2018
51036,Charles City,3353,28,2856,87,497,88,2018
51047,Culpeper,18499,84,16903,303,1596,305,2018
51053,Dinwiddie,11715,97,10391,308,1324,279,2018
51079,Greene,8185,41,7357,230,828,217,2018
51085,Hanover,40846,100,38599,446,2247,406,2018
51111,Lunenburg,5984,56,4331,221,1653,210,2018
51137,Orange,15061,70,13453,367,1608,364,2018
51595,Emporia City,2401,188,2119,182,282,131,2018
51197,Wythe,14317,67,11955,349,2362,343,2018
51550,Chesapeake City,89882,298,84230,772,5652,717,2018
51660,Harrisonburg City,18186,185,16768,338,1418,300,2018
51003,Albemarle,44886,476,40612,683,4274,563,2018
51019,Bedford,36565,73,31206,493,5359,478,2018
51029,Buckingham,7400,74,5827,233,1573,234,2018
51195,Wise,17957,126,15126,377,2831,353,2018
51580,Covington City,3006,31,2409,123,597,124,2018
51740,Portsmouth City,40895,257,36471,510,4424,451,2018
51810,Virginia Beach City,183906,455,169290,882,14616,824,2018
51005,Alleghany,8034,76,6741,186,1293,187,2018
51640,Galax City,3367,197,2742,164,625,143,2018
51193,Westmoreland,10895,51,7612,357,3283,349,2018
51133,Northumberland,9239,20,5686,319,3553,317,2018
51155,Pulaski,17297,100,14525,409,2772,388,2018
51187,Warren,16277,67,14379,314,1898,309,2018
51590,Danville City,22151,114,18479,455,3672,448,2018
51630,Fredericksburg City,11589,166,10582,314,1007,277,2018
51009,Amherst,14167,86,12044,313,2123,306,2018
51017,Bath,3302,276,1999,191,1303,208,2018
51670,Hopewell City,10275,69,9193,286,1082,275,2018
51700,Newport News City,77664,350,69324,840,8340,753,2018
51069,Frederick,33594,115,30973,452,2621,439,2018
51680,Lynchburg City,32364,305,28069,633,4295,490,2018
51199,York,27646,194,24617,405,3029,372,2018
51690,Martinsville City,7090,73,5630,217,1460,202,2018
51125,Nelson,10117,46,6445,341,3672,334,2018
51143,Pittsylvania,31664,99,26330,444,5334,438,2018
51530,Buena Vista City,2878,74,2539,191,339,171,2018
51610,Falls Church City,5901,21,5262,193,639,190,2018
51730,Petersburg City,16377,80,13274,322,3103,307,2018
51735,Poquoson City,4785,35,4615,86,170,85,2018
51600,Fairfax City,8906,61,8553,170,353,164,2018
51820,Waynesboro City,10013,52,9144,270,869,268,2018
51770,Roanoke City,47056,143,42037,532,5019,528,2018
51800,Suffolk City,36213,113,33198,360,3015,317,2018
51710,Norfolk City,97257,560,88155,867,9102,701,2018
51041,Chesterfield,129208,226,123010,632,6198,618,2018
51059,Fairfax,412574,333,394447,1221,18127,1214,2018
51093,Isle Of Wight,15511,61,14304,278,1207,281,2018
51620,Franklin City,3852,43,3526,144,326,136,2018
51678,Lexington City,2312,281,1984,236,328,177,2018
51089,Henry,26223,80,21598,518,4625,505,2018
51101,King William,6873,44,6170,212,703,208,2018
51109,Louisa,17218,56,13575,410,3643,412,2018
51147,Prince Edward,9415,255,7187,405,2228,304,2018
51165,Rockingham,35184,113,30946,408,4238,423,2018
51181,Surry,3561,18,2760,164,801,161,2018
51043,Clarke,6317,42,5639,184,678,178,2018
51117,Mecklenburg,18931,101,11815,385,7116,387,2018
51015,Augusta,32345,276,29297,491,3048,419,2018
51075,Goochland,9177,101,8426,219,751,205,2018
51113,Madison,6053,46,5078,236,975,230,2018
51161,Roanoke,40800,132,38343,407,2457,398,2018
51025,Brunswick,8221,72,6048,231,2173,218,2018
51131,Northampton,7397,41,5151,229,2246,218,2018
51163,Rockbridge,11403,45,8979,369,2424,367,2018
51720,Norton City,2040,196,1819,145,221,105,2018
51570,Colonial Heights City,7752,39,7054,159,698,161,2018
51021,Bland,3312,94,2523,138,789,120,2018
51023,Botetourt,14814,75,13161,260,1653,250,2018
51520,Bristol City,8737,45,7402,251,1335,257,2018
51830,Williamsburg City,5194,148,4670,206,524,163,2018
51035,Carroll,16741,52,12375,346,4366,357,2018
51191,Washington,25933,120,22331,391,3602,366,2018
51139,Page,11719,42,9338,327,2381,326,2018
51510,Alexandria City,76105,129,69979,585,6126,567,2018
51650,Hampton City,60124,206,53700,650,6424,657,2018
51013,Arlington,113084,316,104716,828,8368,760,2018
51027,Buchanan,11584,73,8871,315,2713,303,2018
51179,Stafford,48330,184,46328,398,2002,354,2018
51760,Richmond City,100119,328,89846,793,10273,734,2018
51057,Essex,5847,27,4463,227,1384,222,2018
51185,Tazewell,20770,87,17042,460,3728,444,2018
51685,Manassas Park City,4884,21,4706,118,178,115,2018
51183,Sussex,4768,435,3814,460,954,137,2018
51683,Manassas City,13583,39,12749,210,834,208,2018
51775,Salem City,10852,154,9881,256,971,206,2018
51037,Charlotte,6338,29,4543,274,1795,267,2018
51081,Greensville,4179,105,3688,205,491,140,2018
51181,Surry,3575,15,2730,146,845,145,2019
51043,Clarke,6345,53,5612,173,733,183,2019
51117,Mecklenburg,18983,96,12075,389,6908,383,2019
51015,Augusta,32541,246,29539,529,3002,469,2019
51075,Goochland,9290,91,8506,276,784,254,2019
51113,Madison,6079,49,4949,234,1130,233,2019
51161,Roanoke,40924,140,38222,465,2702,431,2019
51025,Brunswick,8231,95,6037,257,2194,244,2019
51131,Northampton,7396,67,5148,266,2248,268,2019
51163,Rockbridge,11441,54,9248,361,2193,349,2019
51720,Norton City,1903,175,1628,155,275,101,2019
51570,Colonial Heights City,7734,35,7036,183,698,181,2019
51021,Bland,3325,127,2367,191,958,150,2019
51023,Botetourt,14884,66,13264,283,1620,258,2019
51520,Bristol City,8727,42,7334,291,1393,290,2019
51830,Williamsburg City,5263,201,4706,268,557,173,2019
51035,Carroll,16749,53,12357,415,4392,413,2019
51191,Washington,25961,157,22321,379,3640,360,2019
51139,Page,11747,57,9286,308,2461,298,2019
51510,Alexandria City,76357,138,70598,558,5759,538,2019
51650,Hampton City,60140,204,54050,656,6090,646,2019
51013,Arlington,114779,284,107032,813,7747,762,2019
51027,Buchanan,11579,109,8569,372,3010,357,2019
51179,Stafford,49292,196,47075,466,2217,421,2019
51760,Richmond City,100458,483,90301,863,10157,732,2019
51057,Essex,5855,22,4555,206,1300,198,2019
51185,Tazewell,20754,84,16531,426,4223,406,2019
51685,Manassas Park City,4879,19,4641,143,238,139,2019
51183,Sussex,4797,103,3794,215,1003,188,2019
51683,Manassas City,13693,42,12898,238,795,232,2019
51775,Salem City,10840,129,9912,280,928,237,2019
51037,Charlotte,6345,34,4661,237,1684,242,2019
51081,Greensville,4190,105,3647,184,543,158,2019
51093,Isle Of Wight,15678,54,14587,243,1091,223,2019
51620,Franklin City,3847,30,3522,148,325,148,2019
51678,Lexington City,2447,293,2158,278,289,134,2019
51089,Henry,26196,110,21218,589,4978,585,2019
51101,King William,6983,40,6078,227,905,223,2019
51109,Louisa,17438,52,13871,411,3567,403,2019
51147,Prince Edward,9435,310,7185,420,2250,330,2019
51165,Rockingham,35504,113,30994,386,4510,383,2019
51095,James City,33284,119,28920,510,4364,504,2019
51167,Russell,13547,56,10812,352,2735,354,2019
51173,Smyth,15398,125,12686,340,2712,295,2019
51540,Charlottesville City,20642,114,18617,327,2025,333,2019
51031,Campbell,25872,73,23071,356,2801,359,2019
51087,Henrico,137141,178,128464,906,8677,904,2019
51099,King George,10078,61,9202,246,876,247,2019
51103,Lancaster,7625,51,5062,250,2563,243,2019
51105,Lee,11798,156,9149,357,2649,334,2019
51115,Mathews,5751,198,3920,343,1831,296,2019
51119,Middlesex,7320,70,4603,263,2717,237,2019
51149,Prince George,12475,159,11507,282,968,242,2019
51159,Richmond,3962,84,3069,188,893,170,2019
51169,Scott,11964,108,8773,288,3191,268,2019
51177,Spotsylvania,47655,94,44436,389,3219,358,2019
51011,Appomattox,7314,42,6091,218,1223,225,2019
51067,Franklin,29898,132,22997,552,6901,539,2019
51097,King And Queen,3489,15,2707,168,782,165,2019
51121,Montgomery,40264,221,35685,649,4579,616,2019
51127,New Kent,8480,50,7961,227,519,218,2019
51049,Cumberland,4723,30,3975,176,748,188,2019
51051,Dickenson,7577,66,5778,237,1799,238,2019
51083,Halifax,18212,82,14158,448,4054,436,2019
51107,Loudoun,133063,220,128637,607,4426,542,2019
51153,Prince William,148874,190,142000,667,6874,690,2019
51175,Southampton,7627,86,6562,221,1065,204,2019
51091,Highland,2006,105,1078,76,928,79,2019
51033,Caroline,12268,387,10946,475,1322,309,2019
51073,Gloucester,16571,46,14786,360,1785,356,2019
51141,Patrick,10224,63,7755,321,2469,310,2019
51145,Powhatan,10893,100,10265,261,628,233,2019
51171,Shenandoah,21221,57,17402,408,3819,403,2019
51061,Fauquier,26894,133,24562,339,2332,330,2019
51790,Staunton City,11824,147,10597,319,1227,283,2019
51065,Fluvanna,10948,59,9923,215,1025,196,2019
51750,Radford City,6518,235,5573,366,945,247,2019
51840,Winchester City,11919,102,10490,354,1429,334,2019
51001,Accomack,21273,211,13438,530,7835,553,2019
51045,Craig,2909,191,2297,177,612,180,2019
51063,Floyd,8048,45,6493,248,1555,250,2019
51071,Giles,8357,57,6910,238,1447,228,2019
51077,Grayson,9239,353,6498,458,2741,243,2019
51135,Nottoway,6775,148,5446,280,1329,246,2019
51157,Rappahannock,3979,21,2913,156,1066,155,2019
51036,Charles City,3359,32,2896,93,463,81,2019
51047,Culpeper,18729,84,17071,328,1658,319,2019
51053,Dinwiddie,11758,106,10401,307,1357,303,2019
51079,Greene,8291,58,7548,206,743,200,2019
51085,Hanover,41357,158,38987,377,2370,408,2019
51111,Lunenburg,5995,52,4293,228,1702,219,2019
51137,Orange,15142,80,13679,352,1463,347,2019
51595,Emporia City,2385,170,2086,174,299,113,2019
51197,Wythe,14375,45,11983,345,2392,337,2019
51550,Chesapeake City,90802,285,84849,815,5953,841,2019
51660,Harrisonburg City,18261,231,16723,380,1538,287,2019
51003,Albemarle,45520,402,41496,632,4024,486,2019
51019,Bedford,36743,145,31317,515,5426,481,2019
51029,Buckingham,7444,73,5826,249,1618,243,2019
51195,Wise,17958,116,14925,399,3033,389,2019
51580,Covington City,2997,31,2384,150,613,149,2019
51740,Portsmouth City,40907,252,36370,457,4537,382,2019
51810,Virginia Beach City,184794,282,170798,1061,13996,1025,2019
51005,Alleghany,8027,72,6600,206,1427,200,2019
51640,Galax City,3327,219,2663,191,664,163,2019
51193,Westmoreland,10951,49,7923,365,3028,354,2019
51133,Northumberland,9277,24,5584,312,3693,312,2019
51155,Pulaski,17304,104,14533,338,2771,344,2019
51187,Warren,16387,85,14651,303,1736,301,2019
51590,Danville City,22072,79,18293,480,3779,465,2019
51630,Fredericksburg City,11725,158,10762,284,963,246,2019
51009,Amherst,14190,85,12160,344,2030,332,2019
51017,Bath,3379,247,1801,236,1578,215,2019
51670,Hopewell City,10323,57,9224,287,1099,276,2019
51700,Newport News City,77759,348,69835,817,7924,774,2019
51069,Frederick,34161,114,31503,418,2658,396,2019
51680,Lynchburg City,32410,272,28273,618,4137,549,2019
51199,York,27896,205,25103,399,2793,342,2019
51690,Martinsville City,7067,81,5532,268,1535,255,2019
51125,Nelson,10175,41,6419,310,3756,305,2019
51143,Pittsylvania,31650,137,26267,513,5383,459,2019
51530,Buena Vista City,2866,73,2517,155,349,140,2019
51610,Falls Church City,6004,18,5493,165,511,164,2019
51730,Petersburg City,16367,90,13165,351,3202,337,2019
51735,Poquoson City,4801,23,4593,113,208,112,2019
51600,Fairfax City,8959,53,8577,168,382,152,2019
51820,Waynesboro City,10023,51,9193,273,830,269,2019
51770,Roanoke City,47010,155,41740,659,5270,631,2019
51800,Suffolk City,36769,88,33774,365,2995,372,2019
51710,Norfolk City,97670,590,88353,959,9317,680,2019
51007,Amelia,5591,43,4954,198,637,196,2019
51041,Chesterfield,130707,179,124971,690,5736,691,2019
51059,Fairfax,413885,247,396501,1351,17384,1322,2019
51001,Accomack,21299,229,13641,569,7658,518,2020
51005,Alleghany,8036,65,6529,240,1507,244,2020
51007,Amelia,5626,24,5034,205,592,204,2020
51011,Appomattox,7362,32,6158,233,1204,230,2020
51013,Arlington,116248,252,108604,802,7644,821,2020
51017,Bath,3336,272,1831,196,1505,236,2020
51019,Bedford,36930,82,31424,498,5506,501,2020
51023,Botetourt,14959,54,13171,292,1788,290,2020
51025,Brunswick,8238,107,6138,268,2100,243,2020
51029,Buckingham,7456,83,5948,248,1508,226,2020
51031,Campbell,25997,100,23157,385,2840,383,2020
51035,Carroll,16738,61,12134,378,4604,379,2020
51036,Charles City,3382,37,2998,74,384,74,2020
51037,Charlotte,6351,34,4836,207,1515,203,2020
51043,Clarke,6394,39,5690,184,704,179,2020
51045,Craig,2856,219,2219,210,637,179,2020
51049,Cumberland,4747,26,4112,188,635,186,2020
51051,Dickenson,7579,69,5727,220,1852,217,2020
51057,Essex,5876,52,4551,229,1325,219,2020
51059,Fairfax,415149,238,398653,1053,16496,998,2020
51063,Floyd,8076,44,6657,214,1419,213,2020
51065,Fluvanna,11048,68,9967,280,1081,265,2020
51069,Frederick,34817,104,32094,439,2723,447,2020
51071,Giles,8360,59,6715,303,1645,309,2020
51075,Goochland,9511,123,8711,268,800,231,2020
51077,Grayson,9262,71,6388,268,2874,263,2020
51081,Greensville,4192,98,3441,225,751,190,2020
51083,Halifax,18215,92,14155,370,4060,388,2020
51087,Henrico,138225,163,130434,877,7791,888,2020
51089,Henry,26193,88,21012,508,5181,494,2020
51093,Isle Of Wight,15866,35,14611,327,1255,316,2020
51095,James City,33699,120,29681,617,4018,622,2020
51097,King And Queen,3508,18,2816,150,692,151,2020
51099,King George,10162,65,9387,221,775,219,2020
51101,King William,7107,40,6393,195,714,188,2020
51103,Lancaster,7632,66,5287,281,2345,265,2020
51105,Lee,11800,573,8843,656,2957,327,2020
51107,Loudoun,136398,133,132565,526,3833,511,2020
51109,Louisa,17626,53,14383,403,3243,403,2020
51111,Lunenburg,5994,60,4472,238,1522,228,2020
51113,Madison,6112,36,5098,225,1014,236,2020
51115,Mathews,5758,47,3881,306,1877,302,2020
51117,Mecklenburg,19019,91,12371,377,6648,381,2020
51119,Middlesex,7352,74,4764,270,2588,263,2020
51121,Montgomery,40674,251,35388,662,5286,599,2020
51125,Nelson,10219,31,6398,440,3821,442,2020
51127,New Kent,8694,113,8117,242,577,211,2020
51131,Northampton,7434,66,5151,268,2283,258,2020
51133,Northumberland,9321,16,5686,407,3635,408,2020
51135,Nottoway,6813,179,5568,319,1245,277,2020
51137,Orange,15254,94,13926,308,1328,302,2020
51139,Page,11783,56,9413,346,2370,353,2020
51141,Patrick,10227,88,7830,325,2397,322,2020
51145,Powhatan,11091,110,10392,284,699,265,2020
51147,Prince Edward,9468,182,7394,368,2074,293,2020
51149,Prince George,12545,188,11763,258,782,202,2020
51155,Pulaski,17289,117,14666,432,2623,412,2020
51157,Rappahannock,3994,21,2827,202,1167,203,2020
51161,Roanoke,41036,128,38234,470,2802,475,2020
51163,Rockbridge,11508,49,9301,339,2207,335,2020
51167,Russell,13527,60,10975,313,2552,311,2020
51169,Scott,11960,94,8710,293,3250,272,2020
51173,Smyth,15366,115,12694,312,2672,326,2020
51175,Southampton,7648,143,6618,274,1030,218,2020
51179,Stafford,50272,283,48160,493,2112,449,2020
51181,Surry,3600,20,2794,183,806,184,2020
51185,Tazewell,20731,84,16371,570,4360,562,2020
51187,Warren,16481,78,14641,327,1840,330,2020
51193,Westmoreland,11013,48,7910,348,3103,343,2020
51195,Wise,17931,127,14916,366,3015,345,2020
51199,York,28114,173,25517,347,2597,294,2020
51510,Alexandria City,76361,156,71289,687,5072,663,2020
51530,Buena Vista City,2866,68,2509,175,357,160,2020
51540,Charlottesville City,20736,92,18814,350,1922,331,2020
51570,Colonial Heights City,7724,51,7094,189,630,187,2020
51580,Covington City,2987,18,2382,147,605,147,2020
51590,Danville City,22017,112,18266,437,3751,421,2020
51600,Fairfax City,9019,75,8751,135,268,118,2020
51610,Falls Church City,6080,32,5631,153,449,145,2020
51630,Fredericksburg City,11887,192,11059,311,828,265,2020
51640,Galax City,3222,212,2614,209,608,136,2020
51660,Harrisonburg City,18317,187,16751,413,1566,353,2020
51670,Hopewell City,10354,61,9362,321,992,320,2020
51680,Lynchburg City,32533,317,28223,618,4310,539,2020
51683,Manassas City,13823,69,13066,280,757,266,2020
51690,Martinsville City,7062,79,5597,217,1465,201,2020
51700,Newport News City,77851,360,70376,706,7475,651,2020
51720,Norton City,2105,211,1877,190,228,111,2020
51730,Petersburg City,16346,63,13231,298,3115,289,2020
51740,Portsmouth City,40879,211,36650,406,4229,352,2020
51750,Radford City,6522,103,5677,255,845,221,2020
51770,Roanoke City,46991,156,41694,718,5297,711,2020
51775,Salem City,10846,141,9876,280,970,256,2020
51790,Staunton City,11847,162,10638,315,1209,262,2020
51800,Suffolk City,37394,74,34603,357,2791,363,2020
51810,Virginia Beach City,185735,395,172452,1029,13283,953,2020
51820,Waynesboro City,10059,48,9169,316,890,307,2020
51830,Williamsburg City,5271,172,4485,281,786,199,2020
51840,Winchester City,11980,90,10669,302,1311,280,2020
51003,Albemarle,46235,575,42381,723,3854,481,2020
51009,Amherst,14237,90,12161,357,2076,347,2020
51015,Augusta,32733,252,30165,542,2568,466,2020
51021,Bland,3341,144,2326,221,1015,159,2020
51027,Buchanan,11558,81,8270,354,3288,346,2020
51033,Caroline,12322,529,10978,660,1344,335,2020
51041,Chesterfield,132606,183,127230,576,5376,567,2020
51047,Culpeper,18959,82,17474,349,1485,346,2020
51053,Dinwiddie,11800,85,10403,349,1397,338,2020
51061,Fauquier,27084,64,24617,387,2467,379,2020
51067,Franklin,29991,121,22730,606,7261,612,2020
51073,Gloucester,16713,71,14792,384,1921,386,2020
51079,Greene,8384,49,7491,231,893,229,2020
51085,Hanover,41879,136,39226,442,2653,423,2020
51091,Highland,1859,123,987,108,872,88,2020
51143,Pittsylvania,31623,129,26205,475,5418,433,2020
51153,Prince William,150283,229,144159,718,6124,653,2020
51159,Richmond,3967,89,2939,247,1028,233,2020
51165,Rockingham,35783,106,31306,406,4477,386,2020
51171,Shenandoah,21263,66,17541,433,3722,419,2020
51177,Spotsylvania,48522,75,45463,374,3059,355,2020
51183,Sussex,4801,94,3792,198,1009,183,2020
51191,Washington,25999,128,22104,448,3895,422,2020
51197,Wythe,14402,59,12393,436,2009,427,2020
51520,Bristol City,8714,49,7482,268,1232,263,2020
51550,Chesapeake City,91707,241,86524,728,5183,688,2020
51595,Emporia City,2569,235,2076,177,493,187,2020
51620,Franklin City,3843,29,3516,184,327,181,2020
51650,Hampton City,60145,213,54847,669,5298,603,2020
51678,Lexington City,2405,270,2066,253,339,140,2020
51685,Manassas Park City,4874,19,4596,150,278,147,2020
51710,Norfolk City,98142,591,89398,856,8744,528,2020
51735,Poquoson City,4817,26,4632,105,185,102,2020
51760,Richmond City,100930,541,91005,876,9925,672,2020
51001,Accomack,21661,160,14152,483,7509,458,2021
51003,Albemarle,46661,617,43066,825,3595,482,2021
51005,Alleghany,7948,62,6405,206,1543,204,2021
51007,Amelia,5675,25,5190,227,485,221,2021
51009,Amherst,14229,98,12538,346,1691,329,2021
51011,Appomattox,7261,69,6187,243,1074,224,2021
51013,Arlington,117546,257,109528,819,8018,795,2021
51015,Augusta,32502,255,29880,499,2622,442,2021
51017,Bath,3349,237,1823,181,1526,206,2021
51019,Bedford,37207,66,32269,464,4938,472,2021
51021,Bland,3204,150,2260,212,944,164,2021
51023,Botetourt,14867,56,13076,280,1791,273,2021
51025,Brunswick,7944,129,5905,314,2039,244,2021
51027,Buchanan,10475,90,7440,371,3035,341,2021
51029,Buckingham,7178,110,5724,244,1454,217,2021
51031,Campbell,25159,75,22243,388,2916,385,2021
51033,Caroline,12373,228,11000,389,1373,332,2021
51035,Carroll,16616,55,12127,376,4489,365,2021
51036,Charles City,3261,35,2932,62,329,57,2021
51037,Charlotte,6003,26,4606,196,1397,195,2021
51041,Chesterfield,136775,158,131350,664,5425,629,2021
51043,Clarke,6341,54,5692,194,649,180,2021
51045,Craig,2623,215,1941,186,682,211,2021
51047,Culpeper,19020,80,17692,396,1328,388,2021
51049,Cumberland,4638,18,3990,179,648,179,2021
51051,Dickenson,7382,53,5573,230,1809,234,2021
51053,Dinwiddie,11775,114,10268,359,1507,342,2021
51057,Essex,5744,37,4299,158,1445,150,2021
51059,Fairfax,425294,308,408673,1255,16621,1139,2021
51061,Fauquier,27966,59,25472,432,2494,427,2021
51063,Floyd,7933,41,6695,219,1238,215,2021
51065,Fluvanna,11061,89,9979,258,1082,253,2021
51067,Franklin,28339,127,22033,518,6306,535,2021
51069,Frederick,35335,109,32723,431,2612,419,2021
51071,Giles,8312,78,6824,307,1488,307,2021
51073,Gloucester,16952,55,14882,383,2070,397,2021
51075,Goochland,10321,130,9454,271,867,250,2021
51077,Grayson,8956,65,6112,257,2844,249,2021
51079,Greene,8420,38,7533,266,887,257,2021
51081,Greensville,4029,141,3183,237,846,191,2021
51083,Halifax,17387,76,13506,400,3881,385,2021
51085,Hanover,42692,160,40310,399,2382,365,2021
51087,Henrico,139826,152,132465,1011,7361,981,2021
51089,Henry,25545,84,20516,482,5029,487,2021
51091,Highland,1800,123,987,87,813,111,2021
51093,Isle Of Wight,16304,53,15063,337,1241,331,2021
51095,James City,33771,103,29748,479,4023,473,2021
51097,King And Queen,3452,16,2803,132,649,132,2021
51099,King George,10248,50,9445,211,803,197,2021
51101,King William,7304,38,6667,176,637,170,2021
51103,Lancaster,7454,48,5197,284,2257,277,2021
51105,Lee,10947,99,8244,385,2703,379,2021
51107,Loudoun,139439,135,135690,464,3749,470,2021
51109,Louisa,17409,38,14192,370,3217,373,2021
51111,Lunenburg,5880,70,4304,193,1576,174,2021
51113,Madison,6036,23,5175,242,861,240,2021
51115,Mathews,5502,48,3558,300,1944,300,2021
51117,Mecklenburg,19003,137,12655,407,6348,386,2021
51119,Middlesex,7125,66,4579,248,2546,250,2021
51121,Montgomery,41085,272,35533,746,5552,763,2021
51125,Nelson,9902,43,6149,385,3753,382,2021
51127,New Kent,8919,116,8306,238,613,215,2021
51131,Northampton,7364,57,5292,235,2072,233,2021
51133,Northumberland,8986,31,5127,356,3859,356,2021
51135,Nottoway,6639,177,5309,287,1330,251,2021
51137,Orange,15529,93,13970,386,1559,382,2021
51139,Page,11750,65,9355,291,2395,291,2021
51141,Patrick,10014,75,7732,360,2282,340,2021
51143,Pittsylvania,29656,127,24663,418,4993,410,2021
51145,Powhatan,11415,95,10722,301,693,281,2021
51147,Prince Edward,9119,215,7113,410,2006,298,2021
51149,Prince George,13239,334,12492,403,747,228,2021
51153,Prince William,156845,327,150488,771,6357,672,2021
51155,Pulaski,17016,160,14534,393,2482,378,2021
51157,Rappahannock,3843,15,2773,174,1070,175,2021
51159,Richmond,3934,83,2811,221,1123,191,2021
51161,Roanoke,42007,149,39087,419,2920,411,2021
51163,Rockbridge,11261,70,9045,369,2216,362,2021
51165,Rockingham,35388,139,31189,414,4199,387,2021
51167,Russell,12857,47,10355,311,2502,311,2021
51169,Scott,11790,97,8612,284,3178,275,2021
51171,Shenandoah,21114,68,17487,324,3627,306,2021
51173,Smyth,15148,86,12607,318,2541,309,2021
51175,Southampton,7703,134,6661,270,1042,209,2021
51177,Spotsylvania,51085,80,47944,489,3141,487,2021
51179,Stafford,51947,191,49469,507,2478,493,2021
51181,Surry,3410,24,2720,131,690,130,2021
51183,Sussex,4645,101,3656,182,989,146,2021
51185,Tazewell,19946,100,15759,489,4187,472,2021
51187,Warren,16656,71,15082,319,1574,304,2021
51191,Washington,25490,129,21845,388,3645,377,2021
51193,Westmoreland,11080,47,7873,371,3207,375,2021
51195,Wise,16820,130,14025,397,2795,377,2021
51197,Wythe,14033,65,12125,356,1908,383,2021
51199,York,27633,170,25389,376,2244,319,2021
51510,Alexandria City,80040,163,74224,679,5816,628,2021
51520,Bristol City,8692,60,7347,271,1345,257,2021
51530,Buena Vista City,2941,56,2581,194,360,181,2021
51540,Charlottesville City,21285,128,19312,332,1973,306,2021
51550,Chesapeake City,94035,259,89413,621,4622,654,2021
51570,Colonial Heights City,8107,40,7465,198,642,196,2021
51580,Covington City,3046,23,2547,149,499,152,2021
51590,Danville City,22264,103,18590,385,3674,387,2021
51595,Emporia City,2794,227,2240,217,554,200,2021
51600,Fairfax City,9294,63,9090,145,204,121,2021
51610,Falls Church City,6069,30,5630,159,439,158,2021
